pl_name,hostname,disposition,disc_year,pl_rade,pl_bmasse,pl_eqt,rastr,ra,decstr,dec
EPIC 212052250.01,EPIC 212052250,CANDIDATE,2018,,,,08h33m07.87s,128.2828064,+21d08m23.78s,21.1399388
EPIC 212066407.01,EPIC 212066407,CANDIDATE,2016,,,,08h39m21.25s,129.8385500,+21d23m26.71s,21.3907526
EPIC 212066407.01,EPIC 212066407,CANDIDATE,2016,6.100,,,08h39m21.25s,129.8385500,+21d23m26.71s,21.3907526
EPIC 212066407.01,EPIC 212066407,CANDIDATE,2016,,,,08h39m21.25s,129.8385500,+21d23m26.71s,21.3907526
EPIC 212068493.01,EPIC 212068493,CANDIDATE,2018,,,,09h05m01.05s,136.2543849,+21d25m42.74s,21.4285385
EPIC 212096658.01,HIP 41431,CANDIDATE,2018,,,,08h27m00.92s,126.7538167,+21d57m25.03s,21.9569520
EPIC 212099230.01,EPIC 212099230,CANDIDATE,2016,,,,08h32m17.56s,128.0731788,+22d00m20.85s,22.0057920
EPIC 212099230.01,EPIC 212099230,CANDIDATE,2016,2.700,,,08h32m17.56s,128.0731788,+22d00m20.85s,22.0057920
EPIC 212099230.01,EPIC 212099230,CANDIDATE,2016,,,,08h32m17.56s,128.0731788,+22d00m20.85s,22.0057920
EPIC 212099230.01,EPIC 212099230,CANDIDATE,2016,3.200,,,08h32m17.56s,128.0731788,+22d00m20.85s,22.0057920
EPIC 212099230.01,EPIC 212099230,CANDIDATE,2016,2.022,,1013,08h32m17.56s,128.0731788,+22d00m20.85s,22.0057920
EPIC 212114260.01,EPIC 212114260,CANDIDATE,2018,,,,09h02m55.68s,135.7319963,+22d18m12.12s,22.3033664
EPIC 212120773.01,EPIC 212120773,CANDIDATE,2019,1.530,,,08h48m59.28s,132.2470045,+22d25m51.12s,22.4308666
EPIC 212133517.01,EPIC 212133517,CANDIDATE,2016,,,,08h24m41.87s,126.1744434,+22d41m19.96s,22.6888782
EPIC 212136123.01,EPIC 212136123,CANDIDATE,2016,2.600,,,08h36m50.87s,129.2119475,+22d44m27.94s,22.7410958
EPIC 212136123.01,EPIC 212136123,CANDIDATE,2016,,,,08h36m50.87s,129.2119475,+22d44m27.94s,22.7410958
EPIC 212138198.01,EPIC 212138198,CANDIDATE,2016,,,,08h24m05.64s,126.0234932,+22d46m59.52s,22.7832013
EPIC 212138198.01,EPIC 212138198,CANDIDATE,2016,5.275,,,08h24m05.64s,126.0234932,+22d46m59.52s,22.7832013
EPIC 212138198.01,EPIC 212138198,CANDIDATE,2016,6.339,,,08h24m05.64s,126.0234932,+22d46m59.52s,22.7832013
EPIC 212138198.01,EPIC 212138198,CANDIDATE,2016,40.100,,,08h24m05.64s,126.0234932,+22d46m59.52s,22.7832013
EPIC 212141021.01,EPIC 212141021,CANDIDATE,2016,1.650,,,08h31m41.08s,127.9211671,+22d50m29.71s,22.8415869
EPIC 212141021.01,EPIC 212141021,CANDIDATE,2016,,,,08h31m41.08s,127.9211671,+22d50m29.71s,22.8415869
EPIC 212150006.01,EPIC 212150006,CANDIDATE,2016,4.020,,,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039
EPIC 212150006.01,EPIC 212150006,CANDIDATE,2016,32.000,,,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039
EPIC 212150006.01,EPIC 212150006,CANDIDATE,2016,,,,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039
EPIC 212150006.01,EPIC 212150006,CANDIDATE,2016,9.800,,,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039
EPIC 212150006.01,EPIC 212150006,CANDIDATE,2016,,,,08h32m40.69s,128.1695507,+23d01m55.21s,23.0320039
EPIC 212152341.01,EPIC 212152341,CANDIDATE,2016,,,,08h51m00.98s,132.7540985,+23d05m01.18s,23.0836613
EPIC 212159514.01,EPIC 212159514,CANDIDATE,2018,,,,08h52m54.50s,133.2271026,+23d14m34.16s,23.2428226
EPIC 212159623.01,EPIC 212159623,CANDIDATE,2019,1.520,,,08h30m36.99s,127.6541149,+23d14m42.36s,23.2451004
EPIC 212178066.01,HIP 42403,CANDIDATE,2018,2.903,,830,08h38m45.47s,129.6894456,+23d41m06.95s,23.6852651
EPIC 212178066.01,HIP 42403,CANDIDATE,2018,3.000,,,08h38m45.47s,129.6894456,+23d41m06.95s,23.6852651
EPIC 212194007.01,EPIC 212194007,CANDIDATE,2018,,,,08h57m21.02s,134.3375726,+24d06m50.91s,24.1141415
EPIC 212207368.01,EPIC 212207368,CANDIDATE,2018,,,,08h44m13.28s,131.0553251,+24d30m58.63s,24.5162853
EPIC 212219881.01,EPIC 212219881,CANDIDATE,2018,8.500,,,08h47m05.93s,131.7746924,+24d56m21.88s,24.9394118
EPIC 212223307.01,EPIC 212223307,CANDIDATE,2018,,,,08h44m16.16s,131.0673398,+25d04m32.77s,25.0757683
EPIC 212227092.01,EPIC 212227092,CANDIDATE,2018,,,,08h48m22.11s,132.0921180,+25d14m35.79s,25.2432742
EPIC 212228567.01,EPIC 212228567,CANDIDATE,2021,23.562,,,08h50m48.87s,132.7036152,+25d19m02.68s,25.3174101
EPIC 212228994.01,EPIC 212228994,CANDIDATE,2018,,,,08h46m36.84s,131.6535145,+25d20m14.84s,25.3374544
EPIC 212270970.01,EPIC 212270970,CANDIDATE,2016,25.500,,,13h51m09.94s,207.7914221,-18d27m42.46s,-18.4617958
EPIC 212270970.01,EPIC 212270970,CANDIDATE,2016,,,,13h51m09.94s,207.7914221,-18d27m42.46s,-18.4617958
EPIC 212278644.01,EPIC 212278644,CANDIDATE,2016,,,,13h48m29.90s,207.1245787,-18d11m47.88s,-18.1966339
EPIC 212283840.01,EPIC 212283840,CANDIDATE,2021,3.402,,,13h43m37.02s,205.9042638,-18d01m25.50s,-18.0237509
EPIC 212294561.01,EPIC 212294561,CANDIDATE,2016,,,,13h40m35.28s,205.1470099,-17d41m42.63s,-17.6951755
EPIC 212301649.01,EPIC 212301649,CANDIDATE,2016,,,,13h25m50.91s,201.4621196,-17d28m59.43s,-17.4831758
EPIC 212303338.01,EPIC 212303338,CANDIDATE,2018,0.583,,,13h31m50.15s,202.9589465,-17d25m50.36s,-17.4306560
EPIC 212304395.01,EPIC 212304395,CANDIDATE,2019,16.000,,,13h37m13.26s,204.3052548,-17d23m50.70s,-17.3974158
EPIC 212310244.01,EPIC 212310244,CANDIDATE,2016,,,,13h52m18.71s,208.0779538,-17d13m31.85s,-17.2255152
EPIC 212311834.01,EPIC 212311834,CANDIDATE,2018,47.800,,,13h19m54.39s,199.9766096,-17d10m52.11s,-17.1811426
EPIC 212315941.01,EPIC 212315941,CANDIDATE,2016,,,,13h32m20.93s,203.0872028,-17d03m40.58s,-17.0612731
EPIC 212315941.01,EPIC 212315941,CANDIDATE,2016,33.600,,,13h32m20.93s,203.0872028,-17d03m40.58s,-17.0612731
EPIC 212315941.02,EPIC 212315941,CANDIDATE,2019,15.300,,,13h32m20.93s,203.0872028,-17d03m40.58s,-17.0612731
EPIC 212321305.01,EPIC 212321305,CANDIDATE,2016,,,,13h38m34.06s,204.6419350,-16d54m36.39s,-16.9101076
EPIC 212321305.01,EPIC 212321305,CANDIDATE,2016,10.540,,,13h38m34.06s,204.6419350,-16d54m36.39s,-16.9101076
EPIC 212328538.01,EPIC 212328538,CANDIDATE,2019,1.620,,,13h51m56.83s,207.9868012,-16d42m24.27s,-16.7067415
EPIC 212329106.01,EPIC 212329106,CANDIDATE,2019,2.710,,,13h43m34.59s,205.8941425,-16d41m26.41s,-16.6906686
EPIC 212330265.01,EPIC 212330265,CANDIDATE,2016,1.080,,,13h53m31.07s,208.3794531,-16d39m35.01s,-16.6597257
EPIC 212330265.01,EPIC 212330265,CANDIDATE,2016,,,,13h53m31.07s,208.3794531,-16d39m35.01s,-16.6597257
EPIC 212346723.01,EPIC 212346723,CANDIDATE,2019,2.480,,,13h44m44.83s,206.1867800,-16d13m02.84s,-16.2174553
EPIC 212351026.01,EPIC 212351026,CANDIDATE,2016,,,,13h26m44.82s,201.6867614,-16d06m19.37s,-16.1053809
EPIC 212351026.01,EPIC 212351026,CANDIDATE,2016,,,,13h26m44.82s,201.6867614,-16d06m19.37s,-16.1053809
EPIC 212351405.01,EPIC 212351405,CANDIDATE,2016,,,,13h26m39.11s,201.6629627,-16d05m41.92s,-16.0949766
EPIC 212351405.01,EPIC 212351405,CANDIDATE,2016,,,,13h26m39.11s,201.6629627,-16d05m41.92s,-16.0949766
EPIC 212351868.01,EPIC 212351868,CANDIDATE,2021,64.215,,,13h39m59.29s,204.9970365,-16d04m58.28s,-16.0828568
EPIC 212362217.01,EPIC 212362217,CANDIDATE,2019,3.850,,,13h23m04.75s,200.7697920,-15d49m07.49s,-15.8187466
EPIC 212370106.01,EPIC 212370106,CANDIDATE,2016,,,,13h25m05.28s,201.2720189,-15d37m30.70s,-15.6251955
EPIC 212380207.01,EPIC 212380207,CANDIDATE,2016,2.520,,,13h21m25.47s,200.3561232,-15d22m38.20s,-15.3772776
EPIC 212380207.01,EPIC 212380207,CANDIDATE,2016,,,,13h21m25.47s,200.3561232,-15d22m38.20s,-15.3772776
EPIC 212393193.01,EPIC 212393193,CANDIDATE,2016,,,,14h02m11.29s,210.5470248,-15d04m10.18s,-15.0694950
EPIC 212393193.02,EPIC 212393193,CANDIDATE,2016,,,,14h02m11.29s,210.5470248,-15d04m10.18s,-15.0694950
EPIC 212396050.01,EPIC 212396050,CANDIDATE,2019,,,,13h30m15.08s,202.5628516,-15d00m15.84s,-15.0044010
EPIC 212398508.01,EPIC 212398508,CANDIDATE,2016,2.660,,,13h34m30.91s,203.6288001,-14d56m50.39s,-14.9473302
EPIC 212398508.01,EPIC 212398508,CANDIDATE,2016,,,,13h34m30.91s,203.6288001,-14d56m50.39s,-14.9473302
EPIC 212406474.01,EPIC 212406474,CANDIDATE,2019,36.800,,,13h22m31.05s,200.6293880,-14d45m57.22s,-14.7658933
EPIC 212409658.01,EPIC 212409658,CANDIDATE,2021,1.638,,,13h24m48.98s,201.2040701,-14d41m39.49s,-14.6943019
EPIC 212421673.01,EPIC 212421673,CANDIDATE,2019,38.500,,,13h26m36.63s,201.6526072,-14d25m32.88s,-14.4257998
EPIC 212421749.01,EPIC 212421749,CANDIDATE,2019,3.110,,,13h23m16.33s,200.8180580,-14d25m27.36s,-14.4242673
EPIC 212422536.01,EPIC 212422536,CANDIDATE,2019,1.960,,,13h21m25.77s,200.3573836,-14d24m23.44s,-14.4065123
EPIC 212422536.02,EPIC 212422536,CANDIDATE,2019,1.590,,,13h21m25.77s,200.3573836,-14d24m23.44s,-14.4065123
EPIC 212424622.01,EPIC 212424622,CANDIDATE,2016,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
EPIC 212424622.01,EPIC 212424622,CANDIDATE,2016,2.810,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
EPIC 212425103.01,EPIC 212425103,CANDIDATE,2016,,,,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
EPIC 212425103.01,EPIC 212425103,CANDIDATE,2016,,,,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
EPIC 212425103.01,EPIC 212425103,CANDIDATE,2016,1.810,,,13h37m28.69s,204.3695477,-14d20m55.94s,-14.3488709
EPIC 212428509.01,EPIC 212428509,CANDIDATE,2018,50.700,,,13h34m30.78s,203.6282660,-14d16m17.81s,-14.2716133
EPIC 212432685.01,EPIC 212432685,CANDIDATE,2016,2.130,,,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
EPIC 212432685.01,EPIC 212432685,CANDIDATE,2016,2.000,,,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
EPIC 212432685.01,EPIC 212432685,CANDIDATE,2016,,,,13h37m11.68s,204.2986790,-14d10m50.16s,-14.1806008
EPIC 212434019.01,EPIC 212434019,CANDIDATE,2021,23.826,,,13h22m32.72s,200.6363180,-14d08m57.73s,-14.1493687
EPIC 212435047.01,EPIC 212435047,CANDIDATE,2016,1.600,,,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
EPIC 212435047.01,EPIC 212435047,CANDIDATE,2016,,,,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
EPIC 212435047.01,EPIC 212435047,CANDIDATE,2016,1.290,,,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
EPIC 212435047.01,EPIC 212435047,CANDIDATE,2016,,,,13h28m31.38s,202.1307681,-14d07m34.53s,-14.1262594
EPIC 212443457.01,EPIC 212443457,CANDIDATE,2018,13.600,,,13h57m38.15s,209.4089400,-13d56m33.73s,-13.9427014
EPIC 212443457.01,EPIC 212443457,CANDIDATE,2018,28.200,,,13h57m38.15s,209.4089400,-13d56m33.73s,-13.9427014
EPIC 212443973.01,EPIC 212443973,CANDIDATE,2016,,,,13h40m02.16s,205.0089966,-13d55m55.26s,-13.9320171
EPIC 212443973.01,EPIC 212443973,CANDIDATE,2016,0.870,,,13h40m02.16s,205.0089966,-13d55m55.26s,-13.9320171
EPIC 212451091.01,EPIC 212451091,CANDIDATE,2016,,,,14h05m53.10s,211.4712473,-13d46m45.83s,-13.7793982
EPIC 212454160.01,EPIC 212454160,CANDIDATE,2016,,,,13h34m32.95s,203.6372848,-13d42m45.61s,-13.7126707
EPIC 212454422.01,EPIC 212454422,CANDIDATE,2016,,,,13h14m12.70s,198.5529306,-13d42m24.56s,-13.7068228
EPIC 212454422.01,EPIC 212454422,CANDIDATE,2016,3.900,,,13h14m12.70s,198.5529306,-13d42m24.56s,-13.7068228
EPIC 212464382.01,EPIC 212464382,CANDIDATE,2019,0.928,,,13h18m41.01s,199.6708697,-13d29m46.22s,-13.4961732
EPIC 212495601.01,EPIC 212495601,CANDIDATE,2016,2.870,,,13h15m38.99s,198.9124602,-12d49m37.29s,-12.8270262
EPIC 212495601.01,EPIC 212495601,CANDIDATE,2016,,,,13h15m38.99s,198.9124602,-12d49m37.29s,-12.8270262
EPIC 212497862.01,EPIC 212497862,CANDIDATE,2019,1.820,,,13h10m38.35s,197.6597732,-12d46m47.44s,-12.7798456
EPIC 212499835.01,EPIC 212499835,CANDIDATE,2016,8.300,,,13h49m40.44s,207.4185115,-12d44m17.59s,-12.7382191
EPIC 212499835.01,EPIC 212499835,CANDIDATE,2016,,,,13h49m40.44s,207.4185115,-12d44m17.59s,-12.7382191
EPIC 212499991.01,EPIC 212499991,CANDIDATE,2016,,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
EPIC 212499991.01,EPIC 212499991,CANDIDATE,2016,2.410,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
EPIC 212524671.01,EPIC 212524671,CANDIDATE,2019,3.930,,,13h37m25.71s,204.3571304,-12d12m40.01s,-12.2111141
EPIC 212525174.01,EPIC 212525174,CANDIDATE,2019,1.460,,,13h43m38.61s,205.9108687,-12d12m05.16s,-12.2014333
EPIC 212525618.01,EPIC 212525618,CANDIDATE,2019,2.280,,,13h34m13.64s,203.5568283,-12d11m31.05s,-12.1919577
EPIC 212529560.01,EPIC 212529560,CANDIDATE,2016,2.690,,,13h28m31.53s,202.1313660,-12d06m26.40s,-12.1073328
EPIC 212529560.01,EPIC 212529560,CANDIDATE,2016,,,,13h28m31.53s,202.1313660,-12d06m26.40s,-12.1073328
EPIC 212534729.01,EPIC 212534729,CANDIDATE,2016,1.567,,,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
EPIC 212534729.01,EPIC 212534729,CANDIDATE,2016,,,,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
EPIC 212534729.01,EPIC 212534729,CANDIDATE,2016,1.670,,,13h42m55.92s,205.7330059,-11d59m39.76s,-11.9943775
EPIC 212535959.01,EPIC 212535959,CANDIDATE,2021,23.212,,,13h51m40.34s,207.9180889,-11d58m09.17s,-11.9692128
EPIC 212540985.01,EPIC 212540985,CANDIDATE,2019,78.000,,,13h37m32.36s,204.3848264,-11d52m04.20s,-11.8678329
EPIC 212555594.02,K2-192,CANDIDATE,2018,1.500,,,13h46m19.75s,206.5823122,-11d33m22.87s,-11.5563527
EPIC 212560683.01,EPIC 212560683,CANDIDATE,2019,1.300,,,13h37m45.32s,204.4388528,-11d26m40.76s,-11.4446549
EPIC 212562715.01,EPIC 212562715,CANDIDATE,2016,2.277,,,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
EPIC 212562715.01,EPIC 212562715,CANDIDATE,2016,,,,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
EPIC 212562715.01,EPIC 212562715,CANDIDATE,2016,2.490,,,13h28m40.28s,202.1678472,-11d23m57.40s,-11.3992790
EPIC 212563850.01,EPIC 212563850,CANDIDATE,2016,,,,13h23m23.59s,200.8482825,-11d22m29.33s,-11.3748144
EPIC 212569876.01,EPIC 212569876,CANDIDATE,2021,2.088,,,13h27m12.04s,201.8001504,-11d14m50.01s,-11.2472248
EPIC 212570977.01,EPIC 212570977,CANDIDATE,2016,14.400,,,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
EPIC 212570977.01,EPIC 212570977,CANDIDATE,2016,,,,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
EPIC 212570977.01,EPIC 212570977,CANDIDATE,2016,,,,13h43m36.30s,205.9012480,-11d13m25.04s,-11.2236222
EPIC 212572439.01,EPIC 212572439,CANDIDATE,2016,,,,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
EPIC 212572439.01,EPIC 212572439,CANDIDATE,2016,5.700,,,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
EPIC 212572439.01,EPIC 212572439,CANDIDATE,2016,,,,13h37m45.54s,204.4397379,-11d11m33.18s,-11.1925496
EPIC 212577658.01,EPIC 212577658,CANDIDATE,2016,,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
EPIC 212577658.01,EPIC 212577658,CANDIDATE,2016,1.830,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
EPIC 212577658.01,EPIC 212577658,CANDIDATE,2016,,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
EPIC 212577658.01,EPIC 212577658,CANDIDATE,2016,1.800,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
EPIC 212577658.01,EPIC 212577658,CANDIDATE,2016,1.867,,,13h55m00.75s,208.7531273,-11d04m47.95s,-11.0799874
EPIC 212579164.01,EPIC 212579164,CANDIDATE,2018,55.000,,,13h12m17.97s,198.0748597,-11d02m52.10s,-11.0478053
EPIC 212579424.01,EPIC 212579424,CANDIDATE,2016,,,,13h11m25.79s,197.8574379,-11d02m32.97s,-11.0424912
EPIC 212585579.01,EPIC 212585579,CANDIDATE,2016,10.800,,,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
EPIC 212585579.01,EPIC 212585579,CANDIDATE,2016,45.900,,,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
EPIC 212585579.01,EPIC 212585579,CANDIDATE,2016,,,,13h39m15.78s,204.8157607,-10d54m25.21s,-10.9070038
EPIC 212586030.01,EPIC 212586030,CANDIDATE,2016,10.900,,,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
EPIC 212586030.01,EPIC 212586030,CANDIDATE,2016,7.721,,,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
EPIC 212586030.01,EPIC 212586030,CANDIDATE,2016,155.700,,,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
EPIC 212586030.01,EPIC 212586030,CANDIDATE,2016,,,,13h43m25.91s,205.8579439,-10d53m49.09s,-10.8969688
EPIC 212590677.01,EPIC 212590677,CANDIDATE,2019,15.200,,,13h50m53.05s,207.7210252,-10d47m54.13s,-10.7983689
EPIC 212592101.01,EPIC 212592101,CANDIDATE,2016,,,,13h42m41.10s,205.6712596,-10d46m08.54s,-10.7690389
EPIC 212592101.01,EPIC 212592101,CANDIDATE,2016,6.600,,,13h42m41.10s,205.6712596,-10d46m08.54s,-10.7690389
EPIC 212601505.01,EPIC 212601505,CANDIDATE,2016,,,,13h30m33.91s,202.6413000,-10d33m19.45s,-10.5554017
EPIC 212616320.01,EPIC 212616320,CANDIDATE,2021,2.345,,,13h36m15.11s,204.0629419,-10d13m10.79s,-10.2196639
EPIC 212621075.01,EPIC 212621075,CANDIDATE,2019,2.600,,,13h13m04.74s,198.2697369,-10d06m45.40s,-10.1126111
EPIC 212622766.01,EPIC 212622766,CANDIDATE,2019,2.020,,,13h59m16.68s,209.8195173,-10d04m19.82s,-10.0721736
EPIC 212634172.01,EPIC 212634172,CANDIDATE,2017,3.340,,,13h29m33.84s,202.3909815,-09d48m38.42s,-9.8106709
EPIC 212634172.01,EPIC 212634172,CANDIDATE,2017,2.160,,,13h29m33.84s,202.3909815,-09d48m38.42s,-9.8106709
EPIC 212636654.01,EPIC 212636654,CANDIDATE,2021,1.818,,,13h31m16.03s,202.8168022,-09d45m10.82s,-9.7530058
EPIC 212639319.01,EPIC 212639319,CANDIDATE,2016,6.761,,,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
EPIC 212639319.01,EPIC 212639319,CANDIDATE,2016,,,,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
EPIC 212639319.01,EPIC 212639319,CANDIDATE,2016,8.260,,,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
EPIC 212639319.01,EPIC 212639319,CANDIDATE,2016,21.400,,,13h18m18.73s,199.5780236,-09d41m30.73s,-9.6918696
EPIC 212645891.01,EPIC 212645891,CANDIDATE,2016,17.100,,,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
EPIC 212645891.01,EPIC 212645891,CANDIDATE,2016,14.792,,,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
EPIC 212645891.01,EPIC 212645891,CANDIDATE,2016,,,,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
EPIC 212645891.01,EPIC 212645891,CANDIDATE,2016,,,,14h01m05.51s,210.2729780,-09d32m24.86s,-9.5402384
EPIC 212646483.01,EPIC 212646483,CANDIDATE,2016,,,,14h06m39.16s,211.6631740,-09d31m35.63s,-9.5265636
EPIC 212646483.01,EPIC 212646483,CANDIDATE,2016,6.990,,,14h06m39.16s,211.6631740,-09d31m35.63s,-9.5265636
EPIC 212648083.01,EPIC 212648083,CANDIDATE,2019,2.980,,,13h17m35.68s,199.3986621,-09d29m20.42s,-9.4890061
EPIC 212652418.01,EPIC 212652418,CANDIDATE,2019,2.730,,,13h41m33.46s,205.3894368,-09d23m27.10s,-9.3908612
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2016,,,,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2016,,,,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
EPIC 212661144.01,EPIC 212661144,CANDIDATE,2016,3.110,,,13h56m55.99s,209.2333019,-09d11m15.22s,-9.1875616
EPIC 212679181.01,EPIC 212679181,CANDIDATE,2016,1.000,,,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
EPIC 212679181.01,EPIC 212679181,CANDIDATE,2016,,,,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
EPIC 212679181.01,EPIC 212679181,CANDIDATE,2016,0.824,,,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
EPIC 212679181.01,EPIC 212679181,CANDIDATE,2016,1.290,,,13h26m56.83s,201.7367736,-08d45m48.32s,-8.7634221
EPIC 212685467.01,EPIC 212685467,CANDIDATE,2019,24.000,,,13h51m51.71s,207.9654567,-08d36m52.39s,-8.6145527
EPIC 212688722.01,EPIC 212688722,CANDIDATE,2021,6.200,,,13h45m10.46s,206.2936004,-08d32m09.67s,-8.5360205
EPIC 212688920.01,EPIC 212688920,CANDIDATE,2016,,,,13h32m03.25s,203.0135472,-08d31m53.45s,-8.5315138
EPIC 212690867.01,EPIC 212690867,CANDIDATE,2017,1.580,,,13h33m15.41s,203.3141917,-08d29m04.67s,-8.4846300
EPIC 212690867.01,EPIC 212690867,CANDIDATE,2017,2.200,,,13h33m15.41s,203.3141917,-08d29m04.67s,-8.4846300
EPIC 212691727.01,EPIC 212691727,CANDIDATE,2021,4.309,,,13h20m28.64s,200.1193283,-08d27m51.98s,-8.4644381
EPIC 212703473.01,EPIC 212703473,CANDIDATE,2016,2.800,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.01,EPIC 212703473,CANDIDATE,2016,,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.01,EPIC 212703473,CANDIDATE,2016,1.600,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.01,EPIC 212703473,CANDIDATE,2016,1.608,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.02,EPIC 212703473,CANDIDATE,2016,1.862,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.02,EPIC 212703473,CANDIDATE,2016,,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212703473.02,EPIC 212703473,CANDIDATE,2016,3.300,,,13h24m56.75s,201.2364742,-08d10m18.43s,-8.1717857
EPIC 212705192.01,EPIC 212705192,CANDIDATE,2016,,,,13h30m25.25s,202.6052254,-08d07m48.88s,-8.1302440
EPIC 212705192.01,EPIC 212705192,CANDIDATE,2016,,,,13h30m25.25s,202.6052254,-08d07m48.88s,-8.1302440
EPIC 212712473.01,EPIC 212712473,CANDIDATE,2016,,,,13h56m04.65s,209.0193610,-07d57m07.67s,-7.9521300
EPIC 212730483.01,EPIC 212730483,CANDIDATE,2019,1.180,,,13h22m20.05s,200.5835238,-07d29m47.43s,-7.4965081
EPIC 212735133.01,EPIC 212735133,CANDIDATE,2021,2.084,,,13h29m02.94s,202.2622380,-07d22m44.27s,-7.3789629
EPIC 212743333.01,EPIC 212743333,CANDIDATE,2019,2.620,,,13h13m54.86s,198.4785710,-07d09m39.69s,-7.1610248
EPIC 212746655.01,EPIC 212746655,CANDIDATE,2021,2.856,,,13h17m01.57s,199.2565541,-07d04m14.66s,-7.0707387
EPIC 212753343.01,EPIC 212753343,CANDIDATE,2021,2.846,,,13h39m48.77s,204.9532151,-06d53m20.07s,-6.8889086
EPIC 212757601.01,EPIC 212757601,CANDIDATE,2016,36.100,,,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
EPIC 212757601.01,EPIC 212757601,CANDIDATE,2016,,,,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
EPIC 212757601.01,EPIC 212757601,CANDIDATE,2016,18.100,,,13h52m37.10s,208.1545860,-06d46m09.82s,-6.7693945
EPIC 212771557.01,EPIC 212771557,CANDIDATE,2021,2.228,,,13h17m30.66s,199.3777410,-06d22m17.86s,-6.3716288
EPIC 212772113.01,EPIC 212772113,CANDIDATE,2016,,,,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355
EPIC 212772113.01,EPIC 212772113,CANDIDATE,2016,3.320,,,13h32m53.22s,203.2217521,-06d21m24.97s,-6.3569355
EPIC 212772313.01,EPIC 212772313,CANDIDATE,2018,2.744,,,13h29m53.71s,202.4737957,-06d21m03.81s,-6.3510574
EPIC 212783902.01,EPIC 212783902,CANDIDATE,2021,16.683,,,13h58m57.64s,209.7401660,-06d00m34.57s,-6.0096015
EPIC 212796016.01,EPIC 212796016,CANDIDATE,2016,,,,13h41m10.41s,205.2933875,-05d39m47.96s,-5.6633224
EPIC 212797028.01,EPIC 212797028,CANDIDATE,2018,15.300,,,13h51m16.31s,207.8179518,-05d38m04.68s,-5.6346325
