pl_name,hostname,disposition,disc_year,pl_rade,pl_bmasse,pl_eqt,rastr,ra,decstr,dec
EPIC 220562610.01,EPIC 220562610,CANDIDATE,2019,6.710,,,01h14m06.97s,18.5290506,+08d11m15.56s,8.1876560
EPIC 220565337.01,EPIC 220565337,CANDIDATE,2019,3.000,,,00h37m57.32s,9.4888351,+08d15m03.97s,8.2511033
EPIC 220565349.01,EPIC 220565349,CANDIDATE,2018,19.900,,,01h14m48.67s,18.7027892,+08d15m05.31s,8.2514749
EPIC 220565349.01,EPIC 220565349,CANDIDATE,2018,37.000,,,01h14m48.67s,18.7027892,+08d15m05.31s,8.2514749
EPIC 220571481.01,EPIC 220571481,CANDIDATE,2019,3.160,,,00h58m48.42s,14.7017474,+08d24m09.15s,8.4025430
EPIC 220573228.01,EPIC 220573228,CANDIDATE,2019,5.939,,530,01h05m06.46s,16.2769235,+08d26m40.49s,8.4445808
EPIC 220573228.01,EPIC 220573228,CANDIDATE,2019,5.610,,,01h05m06.46s,16.2769235,+08d26m40.49s,8.4445808
EPIC 220573228.02,EPIC 220573228,CANDIDATE,2019,2.610,,,01h05m06.46s,16.2769235,+08d26m40.49s,8.4445808
EPIC 220579319.01,EPIC 220579319,CANDIDATE,2019,3.570,,,00h50m42.62s,12.6775686,+08d34m50.08s,8.5805773
EPIC 220598367.02,EPIC 220598367,CANDIDATE,2019,6.500,,,01h09m28.04s,17.3668367,+08d59m17.82s,8.9882823
EPIC 220605820.01,EPIC 220605820,CANDIDATE,2019,62.000,,,01h03m38.55s,15.9106192,+09d09m16.06s,9.1544624
EPIC 220606084.01,EPIC 220606084,CANDIDATE,2019,12.320,,,01h02m43.62s,15.6817468,+09d09m35.86s,9.1599614
EPIC 220616148.01,EPIC 220616148,CANDIDATE,2019,3.900,,,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363
EPIC 220616148.01,EPIC 220616148,CANDIDATE,2019,,,,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363
EPIC 220616148.02,EPIC 220616148,CANDIDATE,2019,3.010,,,00h57m00.57s,14.2523556,+09d23m09.73s,9.3860363
EPIC 220631484.01,EPIC 220631484,CANDIDATE,2019,4.040,,,01h08m06.17s,17.0257216,+09d44m12.17s,9.7367126
EPIC 220639177.01,EPIC 220639177,CANDIDATE,2019,1.750,,,00h50m48.49s,12.7020460,+09d55m03.35s,9.9175983
EPIC 220643470.01,EPIC 220643470,CANDIDATE,2018,118.000,,,00h49m35.40s,12.3975189,+10d01m12.10s,10.0200266
EPIC 220643470.01,EPIC 220643470,CANDIDATE,2018,62.277,,,00h49m35.40s,12.3975189,+10d01m12.10s,10.0200266
EPIC 220644522.01,EPIC 220644522,CANDIDATE,2019,3.570,,,00h53m41.79s,13.4241418,+10d02m41.45s,10.0448468
EPIC 220648214.01,EPIC 220648214,CANDIDATE,2018,2.917,,,01h08m18.74s,17.0781004,+10d08m12.64s,10.1368432
EPIC 220650843.01,EPIC 220650843,CANDIDATE,2019,2.710,,,01h00m38.22s,15.1592415,+10d11m58.17s,10.1994919
EPIC 220650843.01,EPIC 220650843,CANDIDATE,2019,,,,01h00m38.22s,15.1592415,+10d11m58.17s,10.1994919
EPIC 220657558.01,EPIC 220657558,CANDIDATE,2019,2.940,,,01h01m28.99s,15.3707811,+10d21m59.47s,10.3665191
EPIC 220663602.01,EPIC 220663602,CANDIDATE,2019,0.888,,,01h08m43.64s,17.1818313,+10d31m03.13s,10.5175356
EPIC 220666631.01,EPIC 220666631,CANDIDATE,2019,3.920,,,01h02m05.50s,15.5229242,+10d35m33.01s,10.5925016
EPIC 220679255.01,EPIC 220679255,CANDIDATE,2018,2.360,,,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439
EPIC 220679255.01,EPIC 220679255,CANDIDATE,2018,2.051,,,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439
EPIC 220679255.02,EPIC 220679255,CANDIDATE,2019,2.780,,,00h54m17.38s,13.5724016,+10d54m33.28s,10.9092439
EPIC 220708327.01,EPIC 220708327,CANDIDATE,2019,1.440,,,00h56m07.75s,14.0322943,+11d42m24.97s,11.7069365
EPIC 220725183.01,EPIC 220725183,CANDIDATE,2018,51.600,,,01h00m09.81s,15.0408655,+12d13m00.27s,12.2167422
EPIC 226042826.01,EPIC 226042826,CANDIDATE,2021,1.282,,,17h35m50.64s,263.9609820,-21d23m02.68s,-21.3840777
EPIC 228707509.01,EPIC 228707509,CANDIDATE,2018,16.310,,734,12h29m25.85s,187.3576911,-10d59m06.25s,-10.9850682
EPIC 228707509.01,EPIC 228707509,CANDIDATE,2018,16.407,,675,12h29m25.85s,187.3576911,-10d59m06.25s,-10.9850682
EPIC 228720681.01,EPIC 228720681,CANDIDATE,2018,10.870,,741,12h34m47.23s,188.6967878,-10d19m10.96s,-10.3197103
EPIC 228720681.01,EPIC 228720681,CANDIDATE,2018,11.768,,727,12h34m47.23s,188.6967878,-10d19m10.96s,-10.3197103
EPIC 228724899.01,EPIC 228724899,CANDIDATE,2018,3.580,,1000,12h09m46.81s,182.4450314,-10d06m41.83s,-10.1116203
EPIC 228734889.01,EPIC 228734889,CANDIDATE,2018,17.999,,,12h33m15.06s,188.3127412,-09d37m30.72s,-9.6251994
EPIC 228737155.01,EPIC 228737155,CANDIDATE,2018,316.734,,,12h16m24.97s,184.1040264,-09d30m57.33s,-9.5159249
EPIC 228753871.01,EPIC 228753871,CANDIDATE,2018,2.350,,571,12h25m25.54s,186.3564273,-08d45m10.14s,-8.7528167
EPIC 228758948.01,EPIC 228758948,CANDIDATE,2018,4.150,,812,12h48m23.86s,192.0993966,-08d31m39.29s,-8.5275804
EPIC 228784812.01,EPIC 228784812,CANDIDATE,2018,1.360,,1142,12h21m42.78s,185.4282484,-07d24m39.66s,-7.4110169
EPIC 228809391.01,EPIC 228809391,CANDIDATE,2018,2.843,,,12h16m17.24s,184.0718280,-06d23m08.35s,-6.3856514
EPIC 228809391.01,EPIC 228809391,CANDIDATE,2018,2.770,,644,12h16m17.24s,184.0718280,-06d23m08.35s,-6.3856514
EPIC 228814754.01,EPIC 228814754,CANDIDATE,2021,1.005,,,12h25m04.23s,186.2676323,-06d09m49.82s,-6.1638387
EPIC 228834632.01,EPIC 228834632,CANDIDATE,2018,1.820,,516,12h36m12.37s,189.0515603,-05d20m07.37s,-5.3353818
EPIC 228846243.01,EPIC 228846243,CANDIDATE,2018,8.350,,914,12h34m06.60s,188.5274815,-04d50m59.88s,-4.8499667
EPIC 228872473.01,EPIC 228872473,CANDIDATE,2021,2.720,,,12h38m03.72s,189.5154836,-03d44m33.52s,-3.7426434
EPIC 228888935.01,EPIC 228888935,CANDIDATE,2018,18.810,,1503,12h25m47.56s,186.4481721,-03d28m09.72s,-3.4693668
EPIC 228952747.01,EPIC 228952747,CANDIDATE,2018,1.520,,,12h28m47.47s,187.1978040,-02d20m33.29s,-2.3425792
EPIC 228964773.01,EPIC 228964773,CANDIDATE,2018,5.100,,498,12h25m16.99s,186.3207830,-02d07m42.97s,-2.1286035
EPIC 228974907.01,HIP 61018,CANDIDATE,2018,3.010,,1349,12h30m19.54s,187.5813965,-01d56m33.50s,-1.9426386
EPIC 229039390.01,EPIC 229039390,CANDIDATE,2018,27.977,,,12h32m33.67s,188.1403092,-00d40m22.56s,-0.6729323
EPIC 229103251.01,EPIC 229103251,CANDIDATE,2018,3.870,,946,12h43m11.59s,190.7982936,+00d51m48.63s,0.8635072
EPIC 229133720.01,EPIC 229133720,CANDIDATE,2018,2.338,,,12h28m32.38s,187.1349231,+01d36m48.34s,1.6134271
EPIC 229133720.01,EPIC 229133720,CANDIDATE,2018,2.240,,870,12h28m32.38s,187.1349231,+01d36m48.34s,1.6134271
EPIC 229228348.01,EPIC 229228348,CANDIDATE,2019,,,,19h18m06.56s,289.5273235,-16d20m35.15s,-16.3430978
EPIC 230517965.01,EPIC 230517965,CANDIDATE,2021,2.279,,,17h02m23.54s,255.5980784,-21d42m47.26s,-21.7131268
EPIC 236744423.01,EPIC 236744423,CANDIDATE,2021,3.792,,,17h12m56.43s,258.2351419,-26d05m48.86s,-26.0969068
EPIC 245928102.01,EPIC 245928102,CANDIDATE,2021,2.462,,,23h27m00.85s,351.7535428,-11d48m39.60s,-11.8109993
EPIC 245944983.01,EPIC 245944983,CANDIDATE,2020,2.174,,706,23h40m30.93s,355.1288630,-11d01m17.38s,-11.0214947
EPIC 245944983.01,EPIC 245944983,CANDIDATE,2020,,,,23h40m30.93s,355.1288630,-11d01m17.38s,-11.0214947
EPIC 246030759.01,EPIC 246030759,CANDIDATE,2021,8.456,,,23h48m17.52s,357.0730126,-08d42m02.36s,-8.7006553
EPIC 246042088.01,EPIC 246042088,CANDIDATE,2019,,,,23h20m04.69s,350.0195346,-08d26m03.82s,-8.4343947
EPIC 246042088.02,EPIC 246042088,CANDIDATE,2019,,,,23h20m04.69s,350.0195346,-08d26m03.82s,-8.4343947
EPIC 246061904.01,EPIC 246061904,CANDIDATE,2021,3.848,,,23h04m10.18s,346.0424212,-07d58m57.06s,-7.9825154
EPIC 246061904.02,EPIC 246061904,CANDIDATE,2021,3.302,,,23h04m10.18s,346.0424212,-07d58m57.06s,-7.9825154
EPIC 246067130.01,EPIC 246067130,CANDIDATE,2021,1.200,,,23h37m01.96s,354.2581572,-07d51m50.32s,-7.8639765
EPIC 246088339.01,EPIC 246088339,CANDIDATE,2021,3.504,,,23h34m52.87s,353.7202859,-07d23m39.01s,-7.3941695
EPIC 246120353.01,EPIC 246120353,CANDIDATE,2021,2.486,,,23h31m54.45s,352.9768715,-06d41m44.12s,-6.6955881
EPIC 246178445.01,EPIC 246178445,CANDIDATE,2019,,,,23h09m48.86s,347.4535633,-05d27m59.15s,-5.4664297
EPIC 246260670.01,EPIC 246260670,CANDIDATE,2021,6.957,,,23h28m42.27s,352.1761121,-03d50m47.08s,-3.8464108
EPIC 246261316.01,EPIC 246261316,CANDIDATE,2021,2.570,,,23h34m49.86s,353.7077699,-03d50m05.80s,-3.8349446
EPIC 246265680.01,EPIC 246265680,CANDIDATE,2019,,,,23h21m04.85s,350.2702189,-03d45m07.71s,-3.7521409
EPIC 246270904.01,EPIC 246270904,CANDIDATE,2019,,,,23h42m02.00s,355.5083421,-03d39m02.05s,-3.6505699
EPIC 246290342.01,EPIC 246290342,CANDIDATE,2021,2.532,,,23h36m38.99s,354.1624687,-03d15m40.07s,-3.2611299
EPIC 246310303.01,EPIC 246310303,CANDIDATE,2021,2.705,,,23h18m36.16s,349.6506778,-02d51m33.10s,-2.8591956
EPIC 246313886.01,EPIC 246313886,CANDIDATE,2020,0.990,,986,23h35m07.96s,353.7831638,-02d47m03.93s,-2.7844255
EPIC 246317113.01,EPIC 246317113,CANDIDATE,2021,8.559,,,23h37m06.05s,354.2752059,-02d43m13.99s,-2.7205541
EPIC 246325464.01,EPIC 246325464,CANDIDATE,2021,4.742,,,23h24m05.79s,351.0241094,-02d33m20.04s,-2.5555671
EPIC 246331347.01,EPIC 246331347,CANDIDATE,2020,7.158,,,23h14m43.08s,348.6795029,-02d26m25.48s,-2.4404113
EPIC 246331347.01,EPIC 246331347,CANDIDATE,2020,2.220,,928,23h14m43.08s,348.6795029,-02d26m25.48s,-2.4404113
EPIC 246331418.01,EPIC 246331418,CANDIDATE,2020,0.970,,851,23h17m33.00s,349.3875149,-02d26m20.44s,-2.4390121
EPIC 246331418.02,EPIC 246331418,CANDIDATE,2020,1.430,,516,23h17m33.00s,349.3875149,-02d26m20.44s,-2.4390121
EPIC 246356732.01,EPIC 246356732,CANDIDATE,2019,,,,23h19m23.49s,349.8478712,-01d56m26.15s,-1.9405959
EPIC 246362870.01,EPIC 246362870,CANDIDATE,2019,,,,22h57m51.10s,344.4629047,-01d49m11.28s,-1.8198006
EPIC 246366798.01,EPIC 246366798,CANDIDATE,2021,2.511,,,23h20m03.72s,350.0155012,-01d44m37.62s,-1.7437843
EPIC 246377038.01,EPIC 246377038,CANDIDATE,2021,10.889,,,23h00m37.86s,345.1577409,-01d32m39.07s,-1.5441849
EPIC 246380972.01,EPIC 246380972,CANDIDATE,2021,2.787,,,23h03m43.55s,345.9314466,-01d27m54.91s,-1.4652536
EPIC 246405278.01,EPIC 246405278,CANDIDATE,2021,6.184,,,23h15m05.30s,348.7721002,-00d49m51.54s,-0.8309830
EPIC 246429728.01,EPIC 246429728,CANDIDATE,2021,3.034,,,23h20m43.96s,350.1831527,-00d03m32.42s,-0.0590058
EPIC 246448041.01,EPIC 246448041,CANDIDATE,2021,2.260,,,23h11m35.44s,347.8976872,+00d30m55.38s,0.5153821
EPIC 246711015.01,EPIC 246711015,CANDIDATE,2021,1.233,,,05h02m13.53s,75.5563777,+14d42m36.42s,14.7101176
EPIC 246711015.02,EPIC 246711015,CANDIDATE,2021,0.505,,,05h02m13.53s,75.5563777,+14d42m36.42s,14.7101176
EPIC 246777408.01,EPIC 246777408,CANDIDATE,2021,30.186,,,04h37m24.81s,69.3533869,+15d29m39.70s,15.4943603
EPIC 246851148.01,EPIC 246851148,CANDIDATE,2021,1.975,,,04h43m58.89s,70.9953724,+16d16m23.09s,16.2730809
EPIC 246899433.01,EPIC 246899433,CANDIDATE,2021,25.768,,,05h12m45.89s,78.1911989,+16d44m53.71s,16.7482531
EPIC 246909566.01,EPIC 246909566,CANDIDATE,2020,1.070,,452,05h10m05.63s,77.5234499,+16d50m42.31s,16.8450859
EPIC 246920193.01,EPIC 246920193,CANDIDATE,2019,,,,04h55m58.37s,73.9932162,+16d56m57.69s,16.9493593
EPIC 246947582.01,EPIC 246947582,CANDIDATE,2021,16.514,,,04h47m27.25s,71.8635481,+17d12m47.08s,17.2130767
EPIC 246987084.01,EPIC 246987084,CANDIDATE,2021,1.837,,,04h56m01.92s,74.0079876,+17d35m51.95s,17.5977628
EPIC 247047370.01,EPIC 247047370,CANDIDATE,2019,3.324,,956,04h58m48.20s,74.7008149,+18d10m08.58s,18.1690500
EPIC 247047370.01,EPIC 247047370,CANDIDATE,2019,,,,04h58m48.20s,74.7008149,+18d10m08.58s,18.1690500
EPIC 247063356.01,EPIC 247063356,CANDIDATE,2019,,,,04h54m47.88s,73.6995075,+18d19m17.61s,18.3215571
EPIC 247122439.01,EPIC 247122439,CANDIDATE,2021,1.108,,,04h55m58.08s,73.9920150,+18d53m00.00s,18.8833322
EPIC 247164043.01,EPIC 247164043,CANDIDATE,2021,2.282,,,04h55m21.98s,73.8415994,+19d16m51.33s,19.2809257
EPIC 247164043.01,EPIC 247164043,CANDIDATE,2021,2.351,,1342,04h55m21.98s,73.8415994,+19d16m51.33s,19.2809257
EPIC 247223703.01,EPIC 247223703,CANDIDATE,2022,0.953,,,04h47m43.59s,71.9316438,+19d50m56.70s,19.8490823
EPIC 247226616.01,EPIC 247226616,CANDIDATE,2021,36.563,,,05h15m16.36s,78.8181783,+19d52m37.15s,19.8769875
EPIC 247281516.01,EPIC 247281516,CANDIDATE,2021,25.455,,,04h56m56.75s,74.2364738,+20d23m06.74s,20.3852050
EPIC 247396991.01,EPIC 247396991,CANDIDATE,2021,2.119,,,04h46m39.77s,71.6656880,+21d22m18.40s,21.3717772
EPIC 247445728.01,EPIC 247445728,CANDIDATE,2019,,,,04h34m49.48s,68.7061785,+21d46m07.32s,21.7686992
EPIC 247560727.01,EPIC 247560727,CANDIDATE,2022,1.584,,,05h01m42.22s,75.4259195,+22d39m41.63s,22.6615625
EPIC 247560727.02,EPIC 247560727,CANDIDATE,2022,2.919,,,05h01m42.22s,75.4259195,+22d39m41.63s,22.6615625
EPIC 247562358.01,EPIC 247562358,CANDIDATE,2021,2.413,,,04h46m44.28s,71.6844921,+22d40m26.65s,22.6740681
EPIC 247698108.01,EPIC 247698108,CANDIDATE,2021,24.603,,,04h47m10.67s,71.7944376,+23d41m57.35s,23.6992627
EPIC 247708770.01,EPIC 247708770,CANDIDATE,2021,10.293,,,05h02m18.73s,75.5780574,+23d46m30.09s,23.7750248
EPIC 247724061.01,EPIC 247724061,CANDIDATE,2021,4.073,,,04h43m33.09s,70.8878625,+23d52m55.90s,23.8821947
EPIC 247744801.01,EPIC 247744801,CANDIDATE,2022,1.673,,,04h47m58.73s,71.9946922,+24d01m30.11s,24.0250298
EPIC 247856284.01,EPIC 247856284,CANDIDATE,2021,2.635,,,04h59m19.70s,74.8320695,+24d47m44.53s,24.7957033
EPIC 247874191.01,EPIC 247874191,CANDIDATE,2022,2.455,,,04h53m05.49s,73.2728890,+24d55m00.13s,24.9167030
EPIC 247885088.01,EPIC 247885088,CANDIDATE,2021,2.786,,,05h03m01.93s,75.7580536,+24d59m23.92s,24.9899779
EPIC 247988033.01,EPIC 247988033,CANDIDATE,2021,1.006,,,04h30m48.17s,67.7006996,+25d43m00.06s,25.7166832
EPIC 248018863.01,EPIC 248018863,CANDIDATE,2021,3.794,,,04h27m41.45s,66.9226992,+25d56m44.19s,25.9456080
EPIC 248222323.01,EPIC 248222323,CANDIDATE,2021,5.543,,,04h49m32.01s,72.3833733,+27d41m46.17s,27.6961582
EPIC 248420036.01,EPIC 248420036,CANDIDATE,2021,3.725,,,10h31m42.54s,157.9272674,+00d21m13.82s,0.3538401
EPIC 248526480.01,EPIC 248526480,CANDIDATE,2021,8.002,,,10h42m18.03s,160.5751257,+03d55m28.49s,3.9245804
EPIC 248527709.01,EPIC 248527709,CANDIDATE,2021,2.378,,,10h13m24.00s,153.3500149,+03d57m36.47s,3.9601293
EPIC 248527709.01,EPIC 248527709,CANDIDATE,2021,2.964,,690,10h13m24.00s,153.3500149,+03d57m36.47s,3.9601293
EPIC 248527709.02,EPIC 248527709,CANDIDATE,2021,2.354,,,10h13m24.00s,153.3500149,+03d57m36.47s,3.9601293
EPIC 248574836.01,EPIC 248574836,CANDIDATE,2021,5.581,,,10h37m16.29s,159.3178694,+05d12m24.83s,5.2068962
EPIC 248639411.01,EPIC 248639411,CANDIDATE,2021,3.300,,870,10h17m00.04s,154.2501533,+06d51m59.32s,6.8664785
EPIC 248639411.01,EPIC 248639411,CANDIDATE,2021,3.050,,,10h17m00.04s,154.2501533,+06d51m59.32s,6.8664785
EPIC 248740016.01,EPIC 248740016,CANDIDATE,2021,2.550,,,10h36m31.56s,159.1314923,+09d14m29.69s,9.2415816
EPIC 248740571.01,EPIC 248740571,CANDIDATE,2021,2.364,,,10h35m26.66s,158.8611011,+09d15m13.82s,9.2538391
EPIC 248740571.02,EPIC 248740571,CANDIDATE,2021,2.576,,,10h35m26.66s,158.8611011,+09d15m13.82s,9.2538391
EPIC 248740905.01,EPIC 248740905,CANDIDATE,2021,9.774,,,10h24m02.77s,156.0115597,+09d15m41.08s,9.2614122
EPIC 248775938.01,EPIC 248775938,CANDIDATE,2020,5.060,,873,10h43m00.02s,160.7500654,+10d05m57.13s,10.0992036
EPIC 248782482.01,EPIC 248782482,CANDIDATE,2020,1.280,,417,10h17m32.26s,154.3844246,+10d15m37.66s,10.2604619
EPIC 248827616.01,EPIC 248827616,CANDIDATE,2021,5.970,,,10h19m07.59s,154.7816362,+11d20m46.89s,11.3463588
EPIC 248865761.01,EPIC 248865761,CANDIDATE,2021,2.285,,,10h45m53.57s,161.4732113,+12d18m05.65s,12.3015708
EPIC 248869142.01,EPIC 248869142,CANDIDATE,2021,3.657,,,10h50m45.79s,162.6907810,+12d23m21.68s,12.3893543
EPIC 249217834.01,EPIC 249217834,CANDIDATE,2021,2.170,,,15h32m48.57s,233.2023700,-25d26m36.70s,-25.4435270
EPIC 249217834.02,EPIC 249217834,CANDIDATE,2021,2.551,,,15h32m48.57s,233.2023700,-25d26m36.70s,-25.4435270
EPIC 249236972.01,EPIC 249236972,CANDIDATE,2021,2.770,,,15h47m29.36s,236.8723452,-25d11m41.32s,-25.1948121
EPIC 249239123.01,EPIC 249239123,CANDIDATE,2021,31.682,,,15h25m05.31s,231.2721281,-25d09m55.84s,-25.1655114
EPIC 249373875.01,EPIC 249373875,CANDIDATE,2021,2.249,,,15h19m54.90s,229.9787393,-23d24m08.89s,-23.4024701
EPIC 249391469.01,EPIC 249391469,CANDIDATE,2020,,,,15h31m43.93s,232.9330474,-23d10m20.22s,-23.1722821
EPIC 249401939.01,EPIC 249401939,CANDIDATE,2021,2.846,,,15h32m13.33s,233.0555558,-23d01m47.56s,-23.0298765
EPIC 249418609.01,EPIC 249418609,CANDIDATE,2021,1.770,,,15h29m40.39s,232.4182876,-22d48m17.87s,-22.8049652
EPIC 249476992.01,EPIC 249476992,CANDIDATE,2021,1.992,,,15h22m08.01s,230.5333707,-22d01m45.39s,-22.0292743
EPIC 249559552.01,EPIC 249559552,CANDIDATE,2021,2.403,,,15h24m17.93s,231.0747251,-20d59m57.23s,-20.9992293
EPIC 249559552.02,EPIC 249559552,CANDIDATE,2021,2.318,,,15h24m17.93s,231.0747251,-20d59m57.23s,-20.9992293
EPIC 249561595.01,EPIC 249561595,CANDIDATE,2021,23.661,,,15h45m21.02s,236.3375878,-20d58m33.97s,-20.9761022
EPIC 249599275.01,EPIC 249599275,CANDIDATE,2021,2.348,,,15h45m05.92s,236.2746666,-20d30m46.67s,-20.5129632
EPIC 249649721.01,EPIC 249649721,CANDIDATE,2021,2.490,,,15h46m04.69s,236.5195393,-19d52m54.20s,-19.8817214
EPIC 249703125.01,EPIC 249703125,CANDIDATE,2021,2.602,,,15h30m33.07s,232.6377985,-19d11m20.39s,-19.1889985
EPIC 249731291.01,EPIC 249731291,CANDIDATE,2021,6.310,,,15h10m02.33s,227.5096887,-18d48m45.42s,-18.8126177
EPIC 249731291.02,EPIC 249731291,CANDIDATE,2021,5.824,,,15h10m02.33s,227.5096887,-18d48m45.42s,-18.8126177
EPIC 249822095.01,EPIC 249822095,CANDIDATE,2021,5.738,,,15h47m21.82s,236.8409339,-17d36m38.94s,-17.6108162
EPIC 249827330.01,EPIC 249827330,CANDIDATE,2021,10.695,,,15h14m07.14s,228.5297306,-17d32m33.78s,-17.5427168
EPIC 249828900.01,EPIC 249828900,CANDIDATE,2021,1.933,,,15h17m41.09s,229.4212195,-17d31m21.90s,-17.5227493
EPIC 249865296.01,EPIC 249865296,CANDIDATE,2021,6.050,,,15h38m10.16s,234.5423454,-17d03m49.58s,-17.0637715
EPIC 249883770.01,EPIC 249883770,CANDIDATE,2021,1.398,,,15h37m11.03s,234.2959420,-16d50m14.60s,-16.8373887
EPIC 249901311.01,EPIC 249901311,CANDIDATE,2021,1.433,,,15h32m14.79s,233.0616398,-16d37m22.44s,-16.6228989
EPIC 249921188.01,EPIC 249921188,CANDIDATE,2021,12.272,,,15h46m32.26s,236.6344137,-16d23m20.46s,-16.3890166
EPIC 250001426.01,EPIC 250001426,CANDIDATE,2020,,,,15h46m42.22s,236.6759133,-15d26m50.00s,-15.4472232
EPIC 250045116.01,EPIC 250045116,CANDIDATE,2021,2.450,,,15h24m05.66s,231.0235725,-14d56m37.40s,-14.9437223
EPIC 250099723.01,EPIC 250099723,CANDIDATE,2020,2.070,,407,15h24m38.28s,231.1595105,-14d17m21.04s,-14.2891781
EPIC 250106132.01,EPIC 250106132,CANDIDATE,2021,3.715,,,15h45m47.05s,236.4460428,-14d12m27.63s,-14.2076757
EPIC 251288417.01,EPIC 251288417,CANDIDATE,2018,,,,09h19m11.68s,139.7986584,+15d21m14.48s,15.3540233
EPIC 251292838.01,EPIC 251292838,CANDIDATE,2018,,,,09h21m20.31s,140.3346059,+15d50m55.61s,15.8487794
EPIC 251294036.01,EPIC 251294036,CANDIDATE,2018,15.655,,855,09h17m17.87s,139.3244438,+15d58m47.35s,15.9798204
EPIC 251294036.01,EPIC 251294036,CANDIDATE,2018,,,,09h17m17.87s,139.3244438,+15d58m47.35s,15.9798204
EPIC 251304634.01,EPIC 251304634,CANDIDATE,2021,1.110,,,09h17m12.13s,139.3005504,+17d05m04.66s,17.0846276
EPIC 251380988.01,EPIC 251380988,CANDIDATE,2018,,,,09h09m08.36s,137.2848381,+23d31m12.11s,23.5200298
EPIC 251399501.01,EPIC 251399501,CANDIDATE,2021,2.605,,,09h01m05.52s,135.2730000,+24d45m26.42s,24.7573387
EPIC 251578729.01,EPIC 251578729,CANDIDATE,2021,21.936,,,13h17m25.97s,199.3582044,-01d47m04.66s,-1.7846268
EPIC 251584580.01,EPIC 251584580,CANDIDATE,2021,2.670,,,13h48m52.11s,207.2171095,-01d39m39.44s,-1.6609545
K2-229 d,K2-229,CANDIDATE,2018,2.650,,522,12h27m29.50s,186.8729195,-06d43m18.65s,-6.7218474
