kepoi_name,koi_prad,koi_teq,ra,dec
K01597.01,2.44,1116.0,298.368840,40.173424
K01598.01,3.22,417.0,288.839360,46.986740
K01598.02,2.64,353.0,288.839360,46.986740
K01702.01,1.00,602.0,297.729250,42.866920
K01704.01,3.17,855.0,298.014430,42.957458
K01705.01,2.80,731.0,290.326510,43.121830
K01706.01,1.77,1276.0,296.952060,43.271969
K01707.01,4.01,409.0,298.023100,43.363522
K01480.01,3.16,528.0,286.741880,43.190102
K01480.02,1.19,754.0,286.741880,43.190102
K01481.01,2.84,1050.0,295.577270,46.254742
K01482.01,312.48,762.0,288.022710,43.548210
K01484.01,2.40,933.0,290.616790,49.957619
K01547.01,13.72,614.0,294.200900,40.455959
K01548.01,11.61,1007.0,286.256440,46.892670
K01549.01,16.61,571.0,299.055850,43.897202
K00179.02,5.80,264.0,297.045410,46.328701
K01550.01,28.63,1287.0,296.365690,43.905571
K01551.01,12.88,582.0,290.566680,40.678162
K01598.03,1.40,665.0,288.839360,46.986740
K01599.01,2.90,660.0,298.373840,40.618420
K01600.01,24.89,804.0,297.843990,39.989811
K01601.01,1.97,842.0,288.771030,40.664181
K01601.02,2.75,462.0,288.771030,40.664181
K01708.01,5.00,686.0,290.882320,43.471760
K00191.04,2.07,487.0,295.287230,41.221958
K01710.01,1.90,602.0,289.568660,43.538609
K01711.01,2.19,384.0,290.288450,43.755322
K01713.01,1.34,577.0,290.826020,44.184109
K01485.01,1.35,1391.0,282.179410,46.457169
K01486.01,12.04,392.0,294.316990,43.629341
K00173.01,2.58,899.0,291.907040,49.262051
K01486.02,3.65,634.0,294.316990,43.629341
K01487.01,38.42,2112.0,292.072690,50.548290
K01552.01,9.40,325.0,298.925930,43.750370
K01553.01,8.76,540.0,288.435760,43.763489
K01554.01,27.04,1618.0,295.211030,46.757229
K01555.01,3.25,523.0,289.077030,51.761822
K01556.01,40.18,370.0,296.417600,46.732021
K01952.04,2.03,539.0,289.861570,43.472771
K01955.01,2.47,905.0,292.678070,46.726711
K01955.02,2.80,658.0,292.678070,46.726711
K01958.01,3.12,699.0,293.981570,46.687752
K01959.01,2.55,425.0,283.605260,39.997978
K02032.01,2.08,931.0,290.526760,38.142979
K02033.01,1.57,570.0,291.741640,37.688938
K02034.01,3.26,1092.0,294.511260,38.790501
K02035.01,2.25,1290.0,298.866580,46.502239
K02036.01,1.80,472.0,296.856630,41.758179
K01825.01,2.11,652.0,295.300080,40.556591
K01826.01,3.43,393.0,298.515320,41.891201
K00199.01,16.91,1597.0,295.025670,46.956001
K01828.01,3.94,391.0,297.270570,50.121811
K01829.01,30.00,557.0,296.522430,43.363369
K00205.01,7.94,660.0,295.496670,42.537891
K01890.01,1.75,1453.0,293.079500,43.073711
K01891.01,2.18,573.0,288.447390,44.801682
K01891.02,1.35,714.0,288.447390,44.801682
K01892.01,3.54,417.0,294.816100,45.306122
K01960.01,2.17,1024.0,291.960690,42.433010
K01961.01,0.91,1268.0,287.571170,42.813919
K01962.01,2.31,691.0,284.233980,40.794540
K00213.01,45.18,490.0,295.712250,45.589771
K01964.01,0.60,1273.0,290.703700,43.607208
K01965.01,1.27,1217.0,289.593080,49.781158
K00219.01,7.79,1093.0,297.214080,41.664040
K02036.02,1.05,534.0,296.856630,41.758179
K02037.01,4.28,375.0,284.342740,46.316551
K02037.03,2.26,768.0,284.342740,46.316551
K02038.01,1.69,809.0,290.973420,45.290321
K01830.01,2.22,638.0,286.558070,38.405369
K01831.01,2.60,410.0,286.471470,49.649021
K01831.02,1.15,935.0,286.471470,49.649021
K01831.03,1.10,471.0,286.471470,49.649021
K01831.04,1.97,635.0,286.471470,49.649021
K01893.01,1.29,1157.0,292.020450,44.876221
K01894.01,7.10,1661.0,297.359280,49.797550
K01895.01,1.87,540.0,291.834320,39.307362
K01895.02,2.04,425.0,291.834320,39.307362
K01895.03,1.84,346.0,291.834320,39.307362
K01897.01,3.17,522.0,288.574430,40.988659
K01967.01,1.57,790.0,292.132970,41.547539
K01968.01,3.15,942.0,287.361270,43.738781
K01969.01,3.26,730.0,300.417510,45.605518
K01970.01,2.57,643.0,292.499630,46.324409
K01970.02,2.89,360.0,292.499630,46.324409
K02038.02,1.88,706.0,290.973420,45.290321
K02038.03,1.39,626.0,290.973420,45.290321
K02038.04,1.19,559.0,290.973420,45.290321
K02039.01,1.48,973.0,285.387420,45.049049
K02040.01,3.09,666.0,295.792180,47.600101
K01832.01,3.00,1017.0,289.835420,49.825630
K01832.02,3.18,721.0,289.835420,49.825630
K01832.03,2.62,498.0,289.835420,49.825630
K00199.02,2.60,1149.0,295.025670,46.956001
K01833.01,1.74,745.0,285.602540,50.112041
K00206.01,13.08,1495.0,297.593660,40.977268
K01898.01,1.87,1026.0,286.286010,43.320461
K01899.01,2.81,791.0,295.754120,42.537479
K01900.01,1.15,652.0,295.906560,45.809120
K01901.01,3.56,522.0,286.402310,38.738541
K01971.01,2.26,529.0,293.681920,45.817558
K01972.01,2.88,830.0,296.089750,48.955372
K01973.01,1.49,802.0,289.930850,40.097752
K00024.01,10.30,1845.0,290.815400,39.819469
K00214.01,9.06,1116.0,298.624880,48.577450
K02042.01,17.80,1077.0,298.750180,45.466400
K00220.01,3.55,1213.0,295.946410,42.658920
K02043.01,3.55,501.0,292.587800,38.522030
K02044.01,3.40,702.0,294.648160,46.392361
K02045.01,2.01,741.0,285.751460,41.335640
K01835.01,1.38,889.0,294.325530,46.002251
K01835.02,1.25,1127.0,294.325530,46.002251
K01835.03,1.31,781.0,294.325530,46.002251
K01837.01,2.37,465.0,288.372500,47.933559
K01838.01,2.73,464.0,289.625240,40.708729
K01902.01,15.90,170.0,296.876830,41.080582
K01904.01,1.30,627.0,296.547520,44.941929
K01905.01,1.21,703.0,286.662960,47.413700
K01906.01,3.61,760.0,296.623470,49.979172
K01907.01,1.75,403.0,282.859920,42.665760
K01974.01,3.04,340.0,294.083920,42.809589
K01975.01,2.40,914.0,283.845150,44.609089
K01976.01,2.37,675.0,286.115360,37.966999
K01977.01,1.69,575.0,295.228790,45.971020
K01977.02,0.79,622.0,295.228790,45.971020
K02045.02,1.50,451.0,285.751460,41.335640
K02046.01,3.26,823.0,290.979340,47.988998
K02047.01,1.59,1101.0,293.195370,49.316502
K02048.01,2.12,814.0,293.058010,45.248821
K02049.01,1.68,1849.0,292.044370,46.329029
K01839.01,3.93,1087.0,284.094570,41.182819
K01840.01,4.67,1060.0,295.828700,43.425491
K01841.01,2.12,402.0,290.165250,49.923859
K01842.01,3.08,699.0,299.250310,43.410439
K00200.01,14.31,1155.0,293.092530,41.355518
K01908.01,1.34,480.0,292.286070,40.913589
K00208.01,10.96,1438.0,295.307530,38.881641
K01908.02,1.16,386.0,292.286070,40.913589
K01909.01,1.49,822.0,287.140660,47.115189
K01909.02,1.15,1090.0,287.140660,47.115189
K01978.01,3.09,1008.0,288.011900,46.117611
K01978.02,3.37,654.0,288.011900,46.117611
K01979.01,1.38,1301.0,289.042210,42.882488
K01980.01,2.70,326.0,295.181640,49.945782
K01982.01,2.45,1003.0,291.711460,42.341499
K02059.01,0.79,770.0,287.590090,51.060570
K02060.01,2.13,956.0,291.224330,45.778091
K02062.01,2.75,576.0,291.033630,42.267860
K00221.01,6.62,1200.0,285.930690,39.098141
K02063.01,1.56,1122.0,293.200590,43.050041
K01843.01,1.57,577.0,285.013090,40.220749
K01843.02,0.86,503.0,285.013090,40.220749
K01845.01,3.97,1599.0,290.548550,38.495281
K01845.02,10.69,1168.0,290.548550,38.495281
K01847.01,2.65,544.0,291.516200,42.248192
K01909.03,1.59,656.0,287.140660,47.115189
K01910.01,2.44,477.0,289.192630,44.149319
K01911.01,3.14,920.0,297.401550,46.824001
K01913.01,1.49,934.0,289.296260,46.457951
K01914.01,4.41,766.0,290.248050,44.435242
K00215.01,41.62,520.0,290.165130,51.467258
K01984.01,2.67,712.0,298.493290,47.013039
K01985.01,2.24,773.0,280.926120,44.087929
K01986.01,3.61,285.0,298.972170,44.132381
K01988.01,3.21,2080.0,298.326600,45.315510
K02051.01,2.66,633.0,285.799470,42.811779
K02051.02,1.45,840.0,285.799470,42.811779
K00220.02,0.88,1016.0,295.946410,42.658920
K02052.01,4.31,1279.0,294.697720,38.364159
K02053.01,1.99,913.0,292.421080,37.682819
K01848.01,3.33,546.0,286.710720,43.043449
K01849.01,2.94,792.0,300.371280,46.408279
K01850.01,2.17,845.0,294.613010,45.060169
K01851.01,2.26,1103.0,289.248900,47.650101
K01852.01,2.72,955.0,288.417690,46.590431
K01915.01,3.07,1290.0,296.064330,45.428619
K01916.01,2.42,749.0,290.237640,41.331379
K00209.01,10.60,612.0,288.793030,48.040230
K01916.02,2.08,967.0,290.237640,41.331379
K01916.03,1.01,1625.0,290.237640,41.331379
K01989.01,2.28,300.0,283.113770,48.131390
K01990.01,2.44,644.0,293.881770,49.683151
K01992.01,2.88,908.0,289.199580,49.305721
K01996.01,1.67,574.0,288.668910,39.824009
K01997.01,2.45,532.0,281.662990,47.568581
K02053.02,1.60,1294.0,292.421080,37.682819
K02055.01,2.56,905.0,294.152710,38.233040
K02056.01,2.07,540.0,289.064330,47.117420
K02057.01,1.12,568.0,284.476530,46.252579
K02058.01,1.26,818.0,287.501160,47.469269
K00201.01,9.00,1111.0,287.130580,42.350151
K01853.01,2.40,485.0,285.104060,45.008171
K01854.01,2.50,484.0,296.958860,46.394131
K01856.01,4.33,592.0,297.078610,49.502079
K01857.01,2.51,391.0,292.013400,49.019119
K01917.01,2.97,603.0,291.534390,47.042500
K01920.01,2.03,614.0,285.122040,44.110600
K01921.01,3.71,1040.0,292.757320,43.426910
K01922.01,2.38,1540.0,294.613650,45.984619
K01922.02,,,294.613650,45.984619
K01923.01,1.78,831.0,283.469360,40.132610
K01998.01,2.50,1058.0,293.144470,46.666241
K00216.01,6.24,564.0,299.213170,41.424831
K02000.01,2.45,512.0,284.183290,45.074100
K02001.01,2.46,1088.0,297.021090,41.377171
K02002.01,2.05,786.0,296.755740,46.998291
K02064.01,2.17,1096.0,292.135250,37.889622
K02066.01,3.33,329.0,292.591640,38.399658
K02067.01,1.77,887.0,299.549500,45.769749
K02069.01,3.70,548.0,296.464480,49.182907
K02071.01,0.93,972.0,289.444520,41.317760
K01858.01,3.26,323.0,290.144320,44.049950
K01858.02,2.06,410.0,290.144320,44.049950
K01860.01,2.71,986.0,291.556950,39.227291
K01860.02,2.61,791.0,291.556950,39.227291
K01860.03,1.61,1253.0,291.556950,39.227291
K01924.01,1.35,2090.0,294.286900,40.213810
K01925.01,1.11,402.0,293.679200,46.852760
K00209.02,7.39,852.0,288.793030,48.040230
K01927.01,,,296.986050,42.729980
K01928.01,2.59,465.0,283.809540,41.041241
K01929.01,1.89,1017.0,290.060490,47.163960
K02003.01,2.58,952.0,298.833340,46.654530
K02004.01,2.56,503.0,288.646270,50.788979
K02005.01,1.48,619.0,281.898350,42.165791
K02006.01,0.81,625.0,287.346740,47.772961
K02007.01,2.94,1039.0,282.924990,48.626389
K01783.01,10.52,412.0,289.341430,46.988239
K01784.01,8.80,1114.0,297.646060,47.167488
K01786.01,48.04,1149.0,294.207000,38.223450
K01787.01,6.99,360.0,287.956570,41.130329
K01788.01,5.76,340.0,287.737550,38.114559
K01861.01,3.56,824.0,292.166170,38.739052
K00202.01,13.25,1647.0,286.110320,43.680962
K01862.01,2.37,465.0,293.093990,42.896431
K01863.01,2.71,611.0,285.667110,48.719559
K01864.01,1.54,1155.0,289.438110,39.270359
K01929.02,1.39,1458.0,290.060490,47.163960
K01930.01,2.38,1005.0,282.978970,40.784351
K01930.02,2.30,831.0,282.978970,40.784351
K01930.03,2.61,680.0,282.978970,40.784351
K01930.04,1.56,1143.0,282.978970,40.784351
K01931.01,1.75,1023.0,293.351720,48.444641
K02007.02,2.88,935.0,282.924990,48.626389
K02008.01,7.14,1179.0,292.226290,43.995312
K00216.02,1.42,784.0,299.213170,41.424831
K02009.01,2.23,398.0,292.773990,37.797691
K02010.01,3.25,850.0,295.158110,40.898849
K01790.01,7.70,369.0,285.371950,41.993912
K00196.01,10.05,1436.0,294.513240,45.981640
K01793.01,8.01,1262.0,298.316740,40.996101
K01794.01,56.83,1106.0,299.356510,41.414291
K01797.01,2.25,545.0,295.859380,47.939510
K01866.01,3.18,351.0,289.411070,46.130852
K01867.01,1.11,682.0,292.642360,44.087669
K01867.02,2.04,387.0,292.642360,44.087669
K01867.03,1.04,537.0,292.642360,44.087669
K01868.01,1.93,368.0,290.708400,42.237251
K01931.02,1.41,796.0,293.351720,48.444641
K00210.01,17.36,735.0,292.782350,47.800629
K01931.03,1.39,914.0,293.351720,48.444641
K01932.01,3.36,946.0,295.933470,40.300571
K01933.01,3.28,498.0,283.596680,45.407879
K02011.01,1.68,1196.0,297.255040,40.548370
K02012.01,2.40,522.0,295.342710,46.602261
K02013.01,0.97,953.0,291.418640,39.127419
K02014.01,24.30,1260.0,296.050420,42.113239
K02016.01,1.95,1177.0,290.601140,44.556381
K01798.01,39.93,834.0,293.196200,42.370628
K01799.01,56.05,1541.0,296.305730,41.317120
K01800.01,16.51,882.0,285.268590,48.560009
K01801.01,3.11,664.0,288.471440,40.269791
K01802.01,2.84,1056.0,292.530820,49.061710
K01870.01,2.44,805.0,281.582920,47.233631
K01871.01,2.81,276.0,285.253660,46.582191
K00203.01,14.48,1562.0,298.395260,47.815010
K01872.01,11.26,506.0,288.313320,46.771431
K01873.01,4.94,475.0,295.809300,40.008511
K01934.01,2.11,443.0,284.969670,39.360291
K01935.01,37.58,731.0,299.651700,40.545681
K01937.01,1.71,1164.0,283.717530,47.204449
K01938.01,2.37,325.0,292.672550,46.377419
K01939.01,1.96,634.0,295.204900,42.559681
K02017.01,1.18,1304.0,290.486760,44.932621
K02018.01,2.11,590.0,299.526000,46.899261
K02019.01,2.66,724.0,297.452150,41.558128
K00217.01,12.78,1046.0,294.865510,46.285851
K02020.01,2.11,239.0,294.595790,45.875031
K01803.01,2.34,830.0,286.635530,39.488621
K01805.01,2.96,876.0,288.811950,39.770660
K00197.01,7.31,538.0,290.833130,38.184349
K01805.02,2.08,528.0,288.811950,39.770660
K01805.03,1.76,1023.0,288.811950,39.770660
K01874.01,1.93,402.0,299.268040,45.227428
K01874.02,1.24,547.0,299.268040,45.227428
K01875.01,2.85,903.0,297.938200,46.881401
K01876.01,2.45,260.0,297.090670,49.626572
K01877.01,1.75,510.0,284.430300,47.641781
K01940.01,1.71,512.0,289.352020,46.973728
K01940.02,,,289.352020,46.973728
K00211.01,11.13,413.0,287.970310,47.972099
K01941.01,1.36,1806.0,298.217650,40.341019
K01942.01,2.67,676.0,286.006740,38.009541
K01944.01,2.59,819.0,290.328670,37.723110
K02021.01,1.70,908.0,289.220210,41.706478
K02022.01,1.92,972.0,293.676480,44.615582
K02022.02,1.90,763.0,293.676480,44.615582
K02023.01,2.40,724.0,297.954160,44.667480
K02024.01,2.62,484.0,286.025180,39.630932
K01808.01,3.81,483.0,294.743320,43.461208
K01809.01,2.20,752.0,294.453860,44.145973
K01809.02,1.46,1042.0,294.453860,44.145973
K01810.01,70.11,728.0,291.246830,44.000420
K01812.01,63.55,2723.0,290.126530,41.601082
K01813.01,2.54,749.0,287.256680,46.066769
K01878.01,3.44,623.0,286.223240,38.258171
K01879.01,3.34,352.0,292.614110,44.394661
K01880.01,1.28,957.0,289.072240,47.407070
K00023.01,17.85,1389.0,283.166320,45.403061
K00204.01,12.40,1459.0,300.102360,45.762138
K01944.02,1.49,929.0,290.328670,37.723110
K01945.01,5.14,524.0,289.029750,49.769711
K01945.02,1.22,654.0,289.029750,49.769711
K01946.01,2.76,876.0,283.344270,48.223911
K01948.01,27.64,536.0,295.849000,46.181290
K02025.01,3.29,888.0,285.419620,39.706108
K02025.02,2.80,782.0,285.419620,39.706108
K02025.03,1.81,1037.0,285.419620,39.706108
K02026.01,1.69,1332.0,296.230010,50.275230
K00218.01,14.81,528.0,295.033540,46.600151
K01814.01,17.38,1912.0,292.171170,40.811378
K01815.01,5.12,1391.0,281.457180,46.746471
K00198.01,15.86,390.0,292.098240,47.940819
K01816.01,3.90,656.0,291.683290,44.751640
K01818.01,2.54,642.0,282.035490,43.631271
K01819.01,1.96,689.0,295.313140,46.237492
K01881.01,2.93,517.0,284.615720,39.131039
K01882.01,2.13,1272.0,291.912810,41.533611
K01883.01,1.36,1709.0,289.233370,49.938931
K01884.01,4.37,548.0,295.902400,39.918362
K01884.02,1.73,926.0,295.902400,39.918362
K01950.01,3.44,376.0,291.950990,38.251701
K01952.01,1.88,940.0,289.861570,43.472771
K00212.01,6.61,1043.0,296.139800,41.603180
K01952.02,2.04,622.0,289.861570,43.472771
K01952.03,1.18,1085.0,289.861570,43.472771
K02028.01,3.19,431.0,286.452700,42.657879
K02028.02,3.19,498.0,286.452700,42.657879
K02029.01,1.61,591.0,299.896510,46.051971
K02029.02,0.92,694.0,299.896510,46.051971
K02031.01,1.67,583.0,283.899410,41.221611
K01820.01,1.63,996.0,281.348820,44.295238
K01820.02,0.97,1373.0,281.348820,44.295238
K01822.01,4.37,423.0,297.940160,40.278629
K01824.01,1.62,1292.0,291.382230,38.127468
K01824.02,1.57,1659.0,291.382230,38.127468
K01885.01,1.82,1020.0,296.754150,49.208740
K01886.01,2.75,1355.0,299.660460,46.198421
K01888.01,4.54,473.0,286.685520,47.098221
K01889.01,3.05,693.0,286.273860,48.618710
K01889.02,2.17,804.0,286.273860,48.618710
K02248.04,0.99,1082.0,292.239930,48.511570
K02250.01,3.15,1022.0,285.216670,41.282429
K02252.01,2.32,1079.0,292.233950,41.575211
K02253.01,1.72,677.0,294.266330,45.204311
K02255.01,1.81,839.0,287.879390,43.364071
K02336.01,0.79,627.0,296.971070,41.467010
K02337.01,2.14,702.0,284.351100,40.852982
K02338.01,2.72,436.0,292.369570,43.910809
K02339.01,1.12,1011.0,291.669280,42.590710
K02339.02,,,291.669280,42.590710
K00239.02,1.62,1304.0,297.201540,41.730209
K02101.01,1.31,794.0,294.709380,45.969501
K02102.01,2.95,267.0,281.594150,42.596409
K02103.01,1.26,1319.0,295.502690,43.232792
K00223.01,2.65,997.0,286.162050,39.678001
K02104.01,2.41,1558.0,288.749940,48.277168
K02173.01,1.21,401.0,297.292420,49.981628
K02173.02,1.16,357.0,297.292420,49.981628
K02174.01,2.44,609.0,300.242220,44.141399
K02174.02,2.05,357.0,300.242220,44.141399
K02174.03,1.71,581.0,300.242220,44.141399
K02256.01,2.02,485.0,299.077090,45.440639
K02257.01,2.05,490.0,283.292140,45.434109
K02259.01,2.46,763.0,300.170500,43.984970
K02260.01,1.05,1211.0,290.235840,50.030090
K02261.01,1.11,936.0,287.529630,38.894508
K02340.01,1.47,830.0,288.834010,44.838249
K02341.01,3.52,2841.0,299.849090,47.202560
K02342.01,1.51,931.0,293.725860,47.247040
K02343.01,2.32,614.0,290.375120,41.433750
K02344.01,0.98,1174.0,296.603420,44.129261
K02105.01,1.25,1000.0,291.871340,44.087379
K02106.01,1.87,813.0,293.900570,50.427052
K02107.01,2.55,393.0,294.569370,45.671261
K02108.01,3.06,546.0,281.322570,48.066502
K02109.01,2.58,736.0,287.382080,49.452389
K02175.01,3.20,800.0,291.880040,45.387932
K02177.01,2.50,384.0,286.367460,48.423931
K02179.01,1.59,391.0,293.674220,47.908459
K02179.02,1.42,687.0,293.674220,47.908459
K00231.01,26.96,255.0,287.402440,39.190731
K00234.01,3.27,931.0,290.358150,44.518749
K02261.02,0.90,828.0,287.529630,38.894508
K02263.01,1.91,644.0,286.971280,44.708302
K02264.01,1.51,486.0,290.348510,50.902851
K02265.01,2.27,1892.0,290.138210,38.491184
K02345.01,1.94,789.0,294.614810,40.833172
K02346.01,2.69,547.0,292.290620,44.653252
K02347.01,0.99,1188.0,292.773380,44.178131
K02348.01,2.94,448.0,289.441500,42.498131
K02350.01,1.98,1667.0,290.279690,41.515049
K02110.01,1.55,1321.0,294.468540,49.331020
K02111.01,1.37,1116.0,286.284730,44.781551
K02111.02,2.19,860.0,286.284730,44.781551
K02113.01,2.62,616.0,293.824310,42.779701
K00223.02,2.64,425.0,286.162050,39.678001
K02180.01,2.11,703.0,293.322420,42.867470
K02181.01,3.22,913.0,301.342860,44.672211
K02182.01,2.31,611.0,295.567990,42.478298
K02183.01,2.04,647.0,292.171140,40.916309
K02183.02,1.35,1040.0,292.171140,40.916309
K02266.01,1.60,1419.0,298.302730,47.694031
K02269.01,2.55,2603.0,297.019650,49.997379
K02271.01,2.13,379.0,287.297700,47.455441
K02272.01,1.31,3015.0,294.153660,46.309681
K02273.01,0.93,1125.0,294.911560,46.491459
K00240.01,4.14,1217.0,291.080140,43.860199
K02351.01,1.68,799.0,292.427580,37.320808
K02352.01,1.58,1180.0,285.182800,43.831078
K02352.02,1.39,1576.0,285.182800,43.831078
K02352.03,1.49,1387.0,285.182800,43.831078
K02113.02,2.34,671.0,293.824310,42.779701
K02114.01,2.19,729.0,281.111760,42.454910
K02115.01,2.69,602.0,294.153320,46.166439
K02116.01,2.44,2199.0,291.145200,44.062538
K02117.01,1.84,520.0,286.479340,39.269958
K02185.01,2.09,451.0,286.002960,44.756592
K02186.01,3.79,620.0,285.908480,38.212719
K02188.02,0.86,983.0,283.753850,47.796951
K02189.01,4.44,459.0,298.074740,40.948990
K02191.01,1.15,479.0,285.086550,40.898998
K02274.01,2.48,705.0,292.168580,43.779671
K00235.01,2.04,844.0,295.109950,43.915211
K02276.01,2.67,2700.0,294.958920,38.591572
K02278.01,2.39,873.0,291.607180,38.410389
K02278.02,1.18,1242.0,291.607180,38.410389
K02358.01,4.43,681.0,295.139100,40.979061
K00241.01,2.20,560.0,286.752780,49.064911
K02360.01,1.30,1384.0,287.804080,43.168961
K02361.01,2.07,1051.0,295.302550,49.589119
K02362.02,2.50,665.0,291.881260,44.555729
K02119.01,1.65,1897.0,291.049930,39.141670
K02120.01,1.75,771.0,297.074650,39.933849
K02121.01,1.74,1063.0,296.042330,45.985142
K02122.01,5.37,787.0,291.646240,39.396629
K02123.01,2.19,598.0,301.542970,44.605610
K00232.01,5.65,897.0,291.111880,39.949108
K02193.01,1.53,922.0,284.107790,44.245811
K02194.01,1.75,554.0,292.326450,38.657581
K02195.01,2.63,755.0,291.256200,49.258949
K02200.01,1.69,1080.0,285.899230,48.307301
K02279.01,2.00,677.0,295.422000,38.735691
K02279.02,1.54,875.0,295.422000,38.735691
K02280.01,4.53,675.0,290.474520,37.766602
K02281.01,0.93,1650.0,293.131100,45.663551
K02282.01,2.13,1156.0,281.831450,42.298908
K02368.01,1.53,856.0,292.832150,48.219360
K02369.01,2.64,840.0,285.720790,40.856960
K00241.02,1.51,428.0,286.752780,49.064911
K02369.02,1.34,1012.0,285.720790,40.856960
K02370.01,7.76,761.0,297.558200,40.541309
K00224.01,26.50,1173.0,295.640200,40.794842
K02124.01,1.45,311.0,295.288540,49.379791
K02125.01,2.98,684.0,292.464290,45.968288
K02126.01,2.12,609.0,291.808010,38.622700
K02128.01,25.42,547.0,286.944150,42.580631
K02201.01,44.41,457.0,286.370000,37.552521
K02202.01,1.14,1693.0,287.945620,39.230572
K02204.01,2.09,1108.0,291.549410,44.527290
K02205.01,2.78,500.0,281.693970,46.946449
K02206.01,1.64,1459.0,285.968020,48.679050
K02283.01,16.37,422.0,291.377440,47.212570
K02285.01,2.79,515.0,289.142700,46.812889
K00027.01,88.62,2184.0,285.394040,38.904911
K00236.01,32.77,954.0,298.802060,44.420349
K02286.01,2.21,595.0,297.919740,45.274158
K02353.01,2.40,860.0,288.664490,51.498421
K02354.01,40.32,1756.0,296.066250,42.768219
K02355.01,1.58,1314.0,295.938420,49.791142
K02356.01,1.43,802.0,295.064240,49.358990
K02357.01,2.27,1616.0,293.203770,43.057011
K02129.01,1.77,938.0,295.463380,45.812740
K02130.01,1.70,408.0,291.726200,37.528900
K02131.01,2.31,918.0,296.968810,47.751492
K02132.01,3.04,442.0,296.697270,46.371712
K02133.01,14.93,1902.0,285.672880,44.116730
K02208.01,0.97,1471.0,290.543640,47.725887
K00232.02,2.27,1159.0,291.111880,39.949108
K02209.01,2.72,902.0,292.714450,44.082329
K02210.01,1.68,976.0,287.302830,39.289688
K02212.01,3.64,811.0,290.043270,47.257980
K02287.01,0.98,503.0,294.948580,46.438641
K02288.01,4.08,456.0,290.703000,38.567032
K02289.01,2.28,530.0,295.701110,38.945831
K02290.01,1.82,310.0,296.851010,50.698929
K02291.01,2.68,463.0,282.033290,44.478008
K02363.01,0.97,1022.0,299.851840,43.732182
K02364.01,3.86,1367.0,294.384700,46.157841
K02365.01,2.95,674.0,292.808650,49.579441
K02366.01,1.67,755.0,287.584900,49.154789
K02367.01,1.35,1177.0,290.871370,45.410301
K02134.01,2.54,558.0,289.406710,39.338840
K00225.01,44.67,2278.0,294.913300,41.074711
K02135.01,2.47,568.0,296.803440,46.741150
K02136.01,5.07,2720.0,295.501070,40.410225
K02137.01,1.28,631.0,299.236940,45.834702
K02213.01,1.60,958.0,295.308170,43.044411
K02214.01,1.29,1019.0,286.716610,47.425629
K02215.01,28.78,760.0,296.255070,42.530220
K02216.01,2.21,601.0,287.292510,39.383221
K02217.01,2.95,460.0,288.642520,46.215660
K02293.01,1.70,669.0,298.450130,44.284012
K02294.01,3.03,400.0,287.153200,42.421612
K02295.01,0.52,622.0,289.545140,39.164429
K02296.01,2.01,377.0,286.671450,49.406288
K00237.01,2.60,909.0,295.951350,43.852051
K02371.01,1.70,795.0,296.853420,50.037350
K02372.01,1.29,1156.0,289.485810,50.944160
K02373.01,2.28,353.0,292.314670,48.140461
K02374.01,1.95,1166.0,299.136170,45.869930
K02374.02,3.14,882.0,299.136170,45.869930
K02138.01,2.33,1381.0,294.991760,40.144409
K02140.01,2.26,488.0,291.933650,44.115501
K02143.01,1.01,938.0,292.084780,49.237480
K02144.01,2.45,502.0,299.965670,44.160889
K02145.01,1.80,938.0,297.019130,44.327518
K02218.01,1.75,1054.0,289.388000,50.597050
K02218.02,1.56,729.0,289.388000,50.597050
K00232.03,2.18,747.0,291.111880,39.949108
K02219.01,1.23,877.0,290.265350,40.548649
K02220.01,1.79,1467.0,294.137910,42.370499
K02297.01,1.38,1209.0,284.328520,40.568909
K02298.01,0.70,469.0,288.456050,45.802120
K02299.01,27.45,760.0,296.560060,46.857479
K02300.01,1.46,1137.0,284.097630,47.810638
K02302.01,1.71,765.0,295.887510,43.156059
K02072.01,1.23,1827.0,289.358670,50.598480
K02073.01,2.49,402.0,291.243100,44.008720
K02073.02,1.92,793.0,291.243100,44.008720
K02073.03,2.51,576.0,291.243100,44.008720
K00025.01,48.73,1444.0,289.261660,47.815521
K02146.01,1.48,1027.0,290.914490,42.286579
K02147.01,2.01,543.0,291.771640,47.529900
K00226.01,2.42,747.0,291.640900,41.241039
K02148.01,1.83,905.0,283.192080,41.305389
K02148.02,1.59,1054.0,283.192080,41.305389
K02220.02,2.03,1272.0,294.137910,42.370499
K02220.03,1.73,1761.0,294.137910,42.370499
K02221.01,1.87,872.0,292.547520,41.642960
K02222.01,13.98,1526.0,295.247340,45.757401
K02223.01,1.60,1397.0,290.953550,45.719528
K02303.01,1.60,1374.0,289.747310,39.523453
K02304.01,1.64,796.0,296.307950,43.821350
K02305.01,2.64,561.0,296.712740,48.272308
K02306.01,1.03,1255.0,282.284390,42.154190
K02307.01,3.03,981.0,282.149230,43.378590
K00221.02,1.28,1000.0,285.930690,39.098141
K02074.01,3.13,448.0,283.161960,45.198311
K02075.01,1.44,1737.0,290.101960,48.251141
K02076.01,3.21,491.0,287.477630,46.141178
K02078.01,2.14,433.0,295.251160,45.842972
K02148.03,1.14,1347.0,283.192080,41.305389
K02149.01,1.87,1008.0,297.786590,47.886120
K02150.01,29.33,683.0,289.842860,38.309601
