kepoi_name,koi_prad,koi_teq,ra,dec
K06259.01,1.14,1130.0,291.812900,37.555870
K06259.02,1.30,987.0,291.812900,37.555870
K06260.01,51.08,1028.0,292.058010,37.592049
K06261.01,24.62,2102.0,292.999910,37.580139
K06386.01,57.46,1580.0,296.577910,39.111519
K06387.01,368.42,1202.0,287.262850,39.260021
K06388.01,59.16,1221.0,289.502290,39.211605
K06389.01,0.96,793.0,289.764370,39.246231
K06390.01,81.49,1416.0,291.603180,39.228329
K06391.01,4633.66,9791.0,292.323910,39.299351
K06392.01,2.30,248.0,294.928830,39.201401
K06393.01,35.94,1417.0,295.473850,39.213829
K06511.01,1.46,594.0,286.215390,40.203411
K06512.01,0.48,1486.0,286.277890,40.273029
K06513.01,1.17,561.0,287.974550,40.255230
K06514.01,1.32,3507.0,289.312350,40.288189
K06515.01,41.68,672.0,289.482970,40.292751
K06516.01,0.88,617.0,289.844020,40.262741
K06516.02,,,289.844020,40.262741
K06517.01,0.29,1624.0,290.269100,40.202160
K06644.01,39.12,686.0,297.733640,41.250912
K06645.01,18.03,2146.0,299.305510,41.263519
K06646.01,1.38,751.0,282.588010,41.347092
K06647.01,49.21,642.0,287.039790,41.328869
K06648.01,1.17,2745.0,289.517910,41.343632
K06649.01,0.77,2501.0,291.531250,41.389069
K06650.01,125.96,1984.0,291.718110,41.389969
K06651.01,51.72,523.0,291.899540,41.305889
K06652.01,302.18,908.0,292.353150,41.324242
K06778.01,63.14,894.0,290.806700,42.343929
K06779.01,53.63,1204.0,292.054870,42.334969
K06780.01,81.88,3738.0,292.267150,42.321289
K06781.01,0.93,622.0,292.305660,42.302479
K06782.01,164.06,915.0,292.350250,42.393429
K06783.01,1.31,802.0,293.024720,42.325089
K06784.01,51.31,575.0,295.765840,42.391331
K06785.01,1.81,2645.0,295.807250,42.372341
K06786.01,3.00,228.0,295.932830,42.396690
K06911.01,0.65,1941.0,287.026860,43.405682
K06912.01,24.93,760.0,291.284610,43.405289
K06913.01,3.46,6177.0,292.787020,43.416039
K06913.02,3.86,4900.0,292.787020,43.416039
K06914.01,158.50,3651.0,296.839690,43.408051
K06915.01,1.15,1026.0,297.019290,43.478802
K06916.01,1.05,1659.0,298.834930,43.419510
K06917.01,42.06,1114.0,280.343840,43.596142
K07043.01,117.51,1542.0,298.797520,44.417992
K07044.01,369.20,3790.0,298.828610,44.489140
K07045.01,34.23,1530.0,284.125610,44.550571
K07046.01,78.14,1191.0,284.278530,44.594028
K07047.01,62.90,2001.0,289.405150,44.515480
K07048.01,92.08,1699.0,295.236880,44.507671
K07049.01,36.68,1183.0,296.714080,44.577209
K07050.01,0.76,2146.0,298.782680,44.574650
K07177.01,49.20,994.0,295.374020,46.042740
K07178.01,63.68,923.0,295.628910,46.051350
K07179.01,1.18,272.0,297.374270,46.054806
K07180.01,3.94,298.0,300.138550,46.061691
K07181.01,85.76,907.0,282.668210,46.160130
K07182.01,1.74,613.0,284.957610,46.143810
K07183.01,66.59,1415.0,289.338170,46.152828
K07184.01,0.97,1430.0,293.013000,46.166561
K00547.02,0.97,784.0,294.570400,50.673019
K07309.01,400.40,1552.0,299.166930,47.356098
K07310.01,20.71,618.0,287.875090,47.445759
K07311.01,35.61,717.0,289.036800,47.465950
K07312.01,0.69,1642.0,292.119720,47.485619
K07313.01,1.14,1666.0,292.721980,47.454800
K07314.01,10.28,3696.0,292.852360,47.498039
K07315.01,42.57,462.0,294.254180,47.437790
K07316.01,60.26,996.0,294.483370,47.452660
K07317.01,69.08,588.0,296.590420,47.416908
K07441.01,116.84,963.0,295.984280,49.130249
K07442.01,51.79,796.0,284.994540,49.228161
K07443.01,0.95,1487.0,291.309540,49.242439
K07444.01,73.59,1136.0,295.146850,49.282410
K07445.01,1.30,829.0,295.924040,49.220188
K07446.01,14.59,1276.0,292.184170,49.310040
K07447.01,42.03,1690.0,292.925630,49.347340
K07448.01,1.66,1977.0,295.384770,49.333672
K06262.01,1.29,1834.0,286.110750,37.611851
K06263.01,3.33,1550.0,291.027190,37.613911
K06264.01,217.25,2263.0,291.990330,37.672749
K06265.01,81.21,960.0,292.269810,37.698200
K06266.01,177.78,2944.0,292.751830,37.603539
K06267.01,1.12,674.0,286.134580,37.799881
K06268.01,34.03,843.0,290.226170,37.759640
K06269.01,37.37,2595.0,290.253570,37.759418
K06270.01,48.18,1352.0,290.277010,37.790970
K06394.01,12.52,2481.0,296.546690,39.226372
K06395.01,162.84,1272.0,286.390900,39.334389
K06396.01,114.63,925.0,288.726930,39.337742
K06397.01,26.29,1253.0,291.490630,39.388592
K06398.01,23.61,2309.0,293.279790,39.393318
K06399.01,1.24,1017.0,294.404720,39.351681
K06400.01,77.97,1141.0,296.051790,39.394970
K06401.01,41.53,2167.0,296.146550,39.396938
K06518.01,65.50,829.0,290.551940,40.235020
K06519.01,3.65,3191.0,291.196200,40.261959
K06520.01,89.95,2148.0,291.655610,40.253944
K06521.01,0.58,2978.0,295.173680,40.290157
K06522.01,18.80,1366.0,295.256650,40.257511
K06523.01,3.62,1973.0,295.556030,40.233089
K06524.01,47.26,781.0,295.844850,40.280869
K06525.01,1.80,1345.0,295.884370,40.277660
K06526.01,9.30,409.0,295.949250,40.247829
K06653.01,1.22,526.0,292.645940,41.353039
K06654.01,2.47,2138.0,293.021330,41.355999
K06655.01,94.20,2234.0,293.558440,41.395351
K06656.01,,,293.606480,41.306278
K06657.01,1.54,2492.0,296.104000,41.369270
K06658.01,33.55,1180.0,296.768620,41.319538
K06659.01,63.58,652.0,297.407320,41.329769
K06660.01,,,298.064540,41.308311
K07884.01,1.49,2036.0,299.772280,44.363022
K06787.01,28.63,1619.0,298.621640,42.394230
K06788.01,1.04,1217.0,282.808410,42.486778
K06789.01,69.23,1203.0,283.905430,42.441891
K06790.01,0.86,1867.0,284.503910,42.463860
K06791.01,53.10,467.0,287.951510,42.413189
K06792.01,38.01,1044.0,288.964940,42.469391
K06793.01,0.79,1014.0,291.495850,42.478130
K06794.01,0.98,3272.0,291.563600,42.476871
K06795.01,56.33,876.0,292.117460,42.456280
K06918.01,6.17,1688.0,287.570620,43.531738
K06919.01,1.09,577.0,288.372130,43.591221
K06920.01,64.04,1319.0,289.921330,43.508221
K06921.01,1.19,1052.0,290.007840,43.502129
K06922.01,50.13,1825.0,296.914430,43.519451
K06923.01,75.47,1028.0,298.856020,43.536968
K06924.01,40.43,373.0,299.133030,43.527111
K06925.01,0.94,416.0,281.356780,43.658352
K07051.01,1.11,1365.0,301.354580,44.524948
K07052.01,18.80,690.0,283.948640,44.669498
K07053.01,9.32,2373.0,288.867610,44.648022
K07054.01,92.29,2312.0,288.890410,44.617020
K07055.01,130.46,2943.0,289.428800,44.641411
K07056.01,79.17,622.0,289.479220,44.631371
K07057.01,4.71,3232.0,291.705810,44.618542
K07058.01,19.12,518.0,291.730900,44.622631
K07889.01,2.44,332.0,289.574520,44.519939
K07185.01,114.14,902.0,293.262450,46.150620
K07186.01,0.95,1406.0,295.613490,46.190689
K07187.01,70.64,1925.0,297.093290,46.132381
K07188.01,0.75,1297.0,297.166020,46.199188
K07189.01,0.92,2142.0,297.293950,46.102341
K07190.01,,,297.404240,46.119991
K07191.01,47.81,1313.0,282.227110,46.246159
K07192.01,50.33,1310.0,287.631870,46.298710
K07892.01,2.71,1008.0,282.377530,44.694592
K07318.01,58.67,1957.0,299.634490,47.477249
K07319.01,0.97,370.0,283.847560,47.515659
K07320.01,0.75,679.0,288.297150,47.560040
K07321.01,103.98,3442.0,292.776950,47.539391
K07322.01,0.99,1763.0,292.933960,47.514751
K07323.01,0.37,2077.0,292.945010,47.528469
K07324.01,,,296.653290,47.515259
K07325.01,77.25,529.0,297.380310,47.545029
K07326.01,57.48,1784.0,298.076450,47.512798
K07449.01,14.03,1097.0,285.376710,49.461712
K07450.01,75.21,864.0,287.726200,49.435261
K07451.01,1.23,1878.0,288.876370,49.490528
K07452.01,43.42,601.0,289.078190,49.480019
K07453.01,2.40,1447.0,289.080990,49.420315
K07454.01,35.03,668.0,291.300690,49.495689
K07455.01,2.44,2001.0,287.575010,49.551167
K07456.01,0.79,2115.0,292.538640,49.538761
K07457.01,0.42,1970.0,292.565830,49.535721
K06271.01,44.35,1352.0,290.277070,37.791946
K06272.01,1.27,1097.0,290.329130,37.763889
K06273.01,32.57,271.0,291.160100,37.761101
K06274.01,1.50,737.0,292.730260,37.787182
K06275.01,0.60,1356.0,293.070980,37.710899
K06276.01,0.64,579.0,286.819150,37.859009
K06277.01,72.32,2882.0,286.845280,37.815891
K06278.01,46.02,1786.0,290.108830,37.845211
K06402.01,,,296.485840,39.312611
K06403.01,0.81,1300.0,286.829830,39.469559
K06404.01,47.87,675.0,287.714970,39.442711
K06405.01,1.19,1825.0,289.205140,39.468441
K06406.01,1.36,734.0,289.600370,39.431709
K06407.01,14.94,1988.0,292.283940,39.457100
K06408.01,1.93,4181.0,293.526820,39.404831
K06409.01,2.42,960.0,293.578700,39.447979
K06410.01,50.25,2117.0,293.661010,39.411629
K06527.01,2.92,3102.0,296.684510,40.290588
K06528.01,,,298.020260,40.265659
K06529.01,,,298.395810,40.259480
K06530.01,,,299.246830,40.298660
K06531.01,2.49,1795.0,283.483580,40.324066
K06532.01,1.36,1933.0,286.748570,40.365440
K06533.01,9.08,1370.0,286.978090,40.302078
K06534.01,1.95,3927.0,287.888820,40.386768
K06661.01,9.97,2376.0,298.742980,41.386292
K06662.01,54.03,2193.0,283.768220,41.441120
K06663.01,65.60,1197.0,286.913570,41.481510
K06664.01,0.93,632.0,287.467380,41.471630
K06665.01,31.43,1550.0,293.252870,41.426319
K06666.01,0.75,1684.0,293.279300,41.403679
K06667.01,49.36,554.0,294.279080,41.436901
K06668.01,38.87,527.0,297.915990,41.485641
K06796.01,3.35,533.0,292.346710,42.402939
K06797.01,1.40,1889.0,293.249020,42.446621
K06798.01,3.56,2104.0,294.077390,42.402241
K06799.01,52.75,1475.0,295.543730,42.428429
K06800.01,54.93,1274.0,296.316410,42.433510
K06801.01,0.67,1518.0,296.803190,42.477970
K06802.01,40.62,958.0,282.427730,42.593639
K06803.01,69.55,1581.0,289.359590,42.530239
K06926.01,0.75,2191.0,282.157440,43.689152
K06927.01,,,282.833340,43.600689
K06928.01,0.69,1745.0,289.957400,43.657429
K06929.01,139.36,2230.0,289.973720,43.653809
K06930.01,65.47,3024.0,290.234070,43.662060
K06931.01,1.20,1268.0,295.502290,43.609871
K06932.01,75.10,1966.0,299.937350,43.627129
K06933.01,237.79,1179.0,281.943360,43.728588
K07059.01,272.44,1289.0,292.139400,44.672741
K07060.01,,,294.105260,44.615269
K07061.01,4.91,2413.0,294.201450,44.639839
K07062.01,2912.48,1099.0,295.475800,44.621490
K07063.01,33.11,605.0,296.821110,44.675980
K07064.01,78.24,1485.0,298.683290,44.636810
K07065.01,82.29,3013.0,301.048220,44.603031
K07066.01,33.99,946.0,282.239960,44.731140
K07067.01,125.64,2679.0,284.167180,44.779369
K07193.01,0.92,1174.0,287.975460,46.289631
K07194.01,,,288.920410,46.221142
K07195.01,1.00,1150.0,292.155430,46.204529
K07196.01,110.14,3834.0,293.770140,46.236580
K07197.01,1.46,1234.0,294.950620,46.242149
K07198.01,35.67,2011.0,294.991210,46.223572
K07199.01,774.73,648.0,295.255650,46.216400
K07200.01,47.22,1300.0,295.328550,46.268375
K07327.01,1.88,541.0,282.157870,47.686531
K07328.01,63.25,742.0,284.317170,47.678638
K07329.01,52.88,523.0,288.674770,47.636028
K07330.01,1.09,399.0,289.320470,47.632446
K07331.01,67.45,2260.0,291.109740,47.615490
K07332.01,0.85,2006.0,292.166140,47.612251
K07333.01,0.90,1812.0,295.844480,47.652119
K07334.01,100.89,1646.0,297.476750,47.658981
K07458.01,75.31,2551.0,292.575960,49.525700
K07459.01,1.15,1036.0,286.309020,49.623871
K07460.01,1.58,947.0,287.319120,49.656990
K07461.01,59.22,490.0,294.254180,49.695839
K07462.01,39.08,1499.0,294.572880,49.668442
K07463.01,11.67,763.0,294.765750,49.664719
K07464.01,17.41,925.0,294.776490,49.656010
K07465.01,1.84,490.0,295.655910,49.609348
K06279.01,0.42,1152.0,290.289550,37.888168
K06280.01,1.19,2200.0,290.330020,37.891029
K06281.01,0.92,1325.0,290.387390,37.820290
K06282.01,110.85,530.0,291.643010,37.814259
K06283.01,57.95,670.0,292.528590,37.810020
K06284.01,49.16,2271.0,293.167270,37.841389
K06285.01,116.52,765.0,285.904850,37.928089
K06286.01,399.93,5047.0,290.287110,37.936508
K06287.01,6.57,932.0,290.291750,37.981079
K06411.01,54.72,447.0,294.153290,39.464279
K06412.01,67.08,2112.0,295.319000,39.480049
K06413.01,243.21,241.0,296.202270,39.405190
K06414.01,81.61,1167.0,285.062410,39.574390
K06415.01,4.64,2102.0,285.410000,39.528370
K06416.01,53.32,1701.0,288.563140,39.541649
K06417.01,41.48,1926.0,289.324340,39.582581
K06418.01,6.85,3569.0,296.139010,39.579632
K06419.01,0.75,1654.0,296.451390,39.591660
K06535.01,1.35,4231.0,288.053160,40.369499
K06536.01,90.32,1108.0,290.140930,40.319141
K06537.01,97.23,1062.0,293.660130,40.364208
K06538.01,1.45,385.0,293.676820,40.334068
K06539.01,2.04,3204.0,294.541050,40.308029
K06540.01,5.02,3938.0,295.313020,40.352341
K06541.01,888.70,4178.0,297.708470,40.307590
K06542.01,,,298.499940,40.333672
K06669.01,50.72,587.0,298.078830,41.484268
K06670.01,2.51,3464.0,299.121610,41.424450
K06671.01,57.95,1240.0,284.461270,41.561790
K06672.01,1.00,1180.0,285.339630,41.539749
K06673.01,90.36,1731.0,291.980260,41.559422
K06674.01,90.34,2341.0,292.406310,41.513039
K06675.01,1.29,1598.0,292.501500,41.549061
K06676.01,1.81,266.0,293.161680,41.538158
K06677.01,56.52,1491.0,296.158870,41.516541
K06804.01,0.35,2066.0,290.987670,42.531670
K06805.01,0.52,2045.0,291.188630,42.590710
K06806.01,0.49,2073.0,291.203430,42.526718
K06807.01,0.58,1180.0,291.260160,42.584019
K06808.01,0.86,2064.0,291.276060,42.593521
K06809.01,0.55,1656.0,291.319400,42.549500
K06810.01,0.79,3153.0,291.336700,42.534420
K06811.01,0.64,1890.0,291.406520,42.582218
K06934.01,2.16,899.0,282.672580,43.788311
K06935.01,91.91,1722.0,284.562710,43.774261
K06936.01,25.98,1207.0,286.764980,43.796329
K06937.01,56.94,1038.0,288.324070,43.763329
K06938.01,291.01,1472.0,290.186250,43.723850
K06939.01,67.03,1421.0,291.893430,43.730251
K06940.01,52.84,933.0,291.992030,43.766800
K06941.01,45.99,1614.0,294.279210,43.719849
K07068.01,67.36,525.0,285.283970,44.769150
K07069.01,1.61,1928.0,286.915990,44.704529
K07070.01,119.09,1114.0,289.331540,44.772579
K07071.01,67.38,1455.0,290.428380,44.787331
K07072.01,4.39,1459.0,291.795750,44.746181
K07073.01,30.25,323.0,292.017330,44.713268
K07074.01,1.49,618.0,290.754940,44.851589
K07075.01,101.44,942.0,292.108430,44.846481
K07076.01,1.28,852.0,293.530330,44.832771
K07201.01,0.89,1631.0,295.593690,46.269711
K07202.01,0.52,883.0,297.099150,46.243511
K07203.01,0.56,1076.0,297.127080,46.282082
K07204.01,374.78,1708.0,281.630190,46.321152
K07205.01,39.82,1535.0,284.699680,46.375092
K07206.01,59.62,1678.0,284.704530,46.378799
K07207.01,74.77,1818.0,285.760710,46.367008
K07208.01,0.87,1018.0,286.858120,46.311729
K07209.01,3.28,1462.0,287.510710,46.389950
K07335.01,72.90,1141.0,298.758540,47.695580
K07336.01,118.99,2104.0,298.777160,47.655403
K07337.01,59.19,1935.0,292.151670,47.719501
K07338.01,0.38,865.0,292.166900,47.755638
K07339.01,1.73,919.0,296.027740,47.753551
K07340.01,52.43,1836.0,296.572450,47.752708
K07341.01,68.91,1511.0,297.118260,47.741611
K07342.01,37.72,3359.0,297.991180,47.768749
K07466.01,61.14,845.0,296.096800,49.643829
K07467.01,1.33,1253.0,284.950260,49.747147
K07468.01,19.71,690.0,285.332890,49.734112
K07469.01,44.00,680.0,292.217320,49.707901
K07470.01,1.90,225.0,296.534790,49.785851
K07471.01,1.30,1156.0,296.820370,49.750450
K07472.01,60.49,921.0,286.910370,49.815781
K07473.01,19.09,1179.0,288.512080,49.864231
K06288.01,164.49,3536.0,290.356840,37.938759
K06289.01,48.13,555.0,290.401580,37.942009
K06290.01,54.36,2079.0,291.014220,37.969711
K06291.01,0.98,999.0,292.296260,37.933060
K06292.01,40.00,1807.0,293.036100,37.954739
K06293.01,1.21,1125.0,286.587010,38.001080
K06294.01,51.58,696.0,291.466030,38.005039
K06295.01,8.99,236.0,292.381320,38.076649
K06420.01,29.45,1716.0,296.459720,39.573738
K06421.01,0.54,1922.0,297.550540,39.565659
K06422.01,141.82,682.0,284.044340,39.661469
K06423.01,13.92,647.0,285.899050,39.690639
K06424.01,52.64,2246.0,292.926820,39.613361
K06425.01,1.50,231.0,293.239290,39.691681
K06426.01,59.95,1133.0,293.862340,39.690128
K06427.01,83.16,2095.0,294.993650,39.642830
K06428.01,1.56,201.0,295.343660,39.609322
K06543.01,77.40,2549.0,298.712490,40.341228
K06544.01,319.52,1682.0,298.997890,40.314751
K06545.01,23.48,392.0,284.693080,40.498619
K06546.01,1.03,1306.0,288.030580,40.418301
K06547.01,75.86,1005.0,289.349670,40.497189
K06548.01,45.91,1743.0,290.090790,40.461830
K06549.01,6.20,3249.0,290.799190,40.411560
K06550.01,2.18,2945.0,291.052920,40.447670
K06678.01,105.07,1737.0,298.063110,41.510712
K06679.01,26.96,1036.0,298.621770,41.567429
K06680.01,0.80,1028.0,284.121340,41.633072
K06681.01,6149.09,191.0,290.074340,41.668598
K06682.01,42.33,1628.0,291.191500,41.667210
K06683.01,1.03,1068.0,291.820010,41.697842
K06684.01,0.88,1059.0,291.922850,41.624439
K06685.01,0.76,743.0,291.922970,41.630718
K06812.01,0.27,2356.0,291.586240,42.509930
K06813.01,0.79,1193.0,291.835940,42.564838
K06814.01,82.04,1793.0,291.843660,42.558521
K06815.01,66.69,727.0,296.124940,42.522102
K06816.01,3.50,3886.0,296.414830,42.587559
K06817.01,2.35,222.0,280.965880,42.623707
K06818.01,57.06,1891.0,284.313780,42.600914
K06819.01,1.01,1620.0,286.845340,42.676960
K06942.01,43.68,1896.0,295.402650,43.774761
K06943.01,53.40,1050.0,295.444340,43.718182
K06944.01,51.06,811.0,295.634740,43.750172
K06945.01,26.41,2173.0,297.013820,43.724930
K06946.01,,,297.095920,43.789322
K06947.01,67.05,2594.0,299.200070,43.795940
K06948.01,73.80,836.0,299.821620,43.760342
K06949.01,1.24,2173.0,282.154850,43.867352
K07077.01,93.43,668.0,295.930790,44.838520
K07078.01,133.79,1360.0,296.178440,44.870342
K07079.01,127.57,1002.0,298.872220,44.874432
K07080.01,,,299.507540,44.801235
K07081.01,246.75,2630.0,301.308650,44.806961
K07082.01,52.52,1230.0,283.434080,44.989731
K07083.01,43.08,554.0,284.448270,44.963360
K07084.01,1.07,1571.0,285.042360,44.910477
K07085.01,33.93,987.0,288.885990,44.959969
K07210.01,15.47,428.0,287.963750,46.306911
K07210.02,1.22,1428.0,287.963750,46.306911
K07211.01,77.59,2045.0,288.020320,46.324139
K07212.01,0.44,1404.0,288.067110,46.379551
K07213.01,1.59,1643.0,289.879150,46.322498
K07214.01,26.57,1873.0,289.994080,46.304871
K07215.01,0.83,1007.0,292.829650,46.365768
K07216.01,0.85,3163.0,293.055690,46.342331
K07343.01,34.05,1709.0,299.095280,47.706791
K07344.01,80.71,1815.0,283.766510,47.818989
K07345.01,2.16,242.0,285.640900,47.811050
K07346.01,53.72,759.0,288.553620,47.867298
K07347.01,2.97,1533.0,290.678770,47.845261
K07348.01,1.20,2308.0,292.476040,47.839420
K07349.01,123.02,1176.0,292.491850,47.835350
K07350.01,29.98,1800.0,296.825810,47.877399
K07895.01,2.02,302.0,290.778200,44.618660
K07474.01,,,289.737610,49.858589
K07475.01,129.87,2905.0,296.977050,49.841808
K07476.01,0.66,907.0,288.592800,49.968361
K07477.01,0.93,2796.0,292.292390,49.955441
K07478.01,149.19,1174.0,294.740910,49.928791
K07479.01,1.10,1132.0,296.739170,49.978352
K07480.01,1.21,999.0,297.528720,49.990059
K07481.01,104.26,2092.0,290.397250,50.065090
K07896.01,11.40,741.0,291.900420,44.686241
K06296.01,59.94,1878.0,293.164950,38.069130
K06297.01,34.05,1291.0,293.207340,38.009029
K06298.01,,,285.729710,38.164829
K06299.01,0.67,1633.0,286.071140,38.167610
K06300.01,82.03,1204.0,287.025700,38.171021
K06301.01,2.94,589.0,292.400630,38.134579
K06302.01,74.25,1014.0,293.266360,38.126080
K06303.01,71.42,592.0,286.003080,38.285721
K06429.01,50.74,242.0,295.923610,39.609070
K06430.01,,,297.657440,39.655231
K06431.01,39.79,515.0,283.986020,39.784538
K06432.01,39.18,392.0,293.681700,39.758839
K06433.01,98.04,2547.0,294.763980,39.752838
K06434.01,47.68,1661.0,295.998110,39.742748
K06435.01,54.56,509.0,297.284000,39.707680
K06436.01,46.30,1501.0,297.851900,39.783886
K06437.01,,,283.705510,39.870491
K07879.01,6.15,792.0,290.800570,44.270512
K06551.01,1.06,1686.0,293.988370,40.458981
K06552.01,104.57,1555.0,294.382230,40.452190
K06553.01,56.11,1716.0,294.772190,40.459629
K06554.01,29.19,704.0,295.080170,40.477100
K06555.01,86.12,1603.0,295.494110,40.406204
K06556.01,571.07,2063.0,296.837190,40.473099
K06557.01,1.04,1177.0,296.927730,40.429661
K06558.01,0.87,606.0,297.639400,40.490452
K06559.01,46.59,1505.0,298.081880,40.478142
K06686.01,0.64,1651.0,294.185240,41.632351
K06687.01,0.87,1391.0,297.613070,41.672829
K06688.01,43.95,1733.0,298.703340,41.633961
K06689.01,0.98,1291.0,284.576420,41.705971
K06690.01,2.83,831.0,291.847230,41.725220
K06691.01,0.81,778.0,291.870300,41.768002
K06692.01,0.91,1056.0,291.871340,41.788971
K06693.01,0.58,1054.0,291.889220,41.777969
K06820.01,51.90,657.0,287.746150,42.648628
K06821.01,0.57,2633.0,290.968690,42.619678
K06822.01,1.15,2457.0,291.014740,42.653309
K06823.01,0.88,2260.0,291.065000,42.636650
K06824.01,1.54,2160.0,291.104680,42.645309
K06825.01,0.89,2432.0,291.199550,42.686722
K06826.01,0.77,2289.0,291.247070,42.626389
K06827.01,1.07,2383.0,291.309630,42.616520
K06950.01,29.77,798.0,282.425780,43.884331
K06951.01,33.80,463.0,283.201170,43.888981
K06952.01,31.72,1038.0,285.090760,43.801754
K06953.01,41.52,1460.0,286.695800,43.867420
K06954.01,0.91,1266.0,286.945400,43.899139
K06955.01,1.54,2480.0,291.477020,43.844120
K06956.01,1.23,837.0,295.544220,43.878342
K06957.01,0.76,1653.0,296.359560,43.866760
K06958.01,115.45,2328.0,284.621980,43.971981
K07086.01,21.07,1590.0,290.502410,44.968170
K07087.01,88.64,2795.0,293.620540,44.967281
K07088.01,0.92,1135.0,294.599180,44.927689
K07089.01,0.48,1444.0,296.670440,44.959839
K07090.01,127.38,972.0,298.442440,44.910912
K07091.01,118.28,2178.0,301.303500,44.999660
K07092.01,1.90,520.0,285.081450,45.023762
K07093.01,1.41,467.0,286.553650,45.002338
K07890.01,2.63,251.0,296.449460,44.583241
K07217.01,83.26,1852.0,293.247380,46.310413
K07218.01,1.09,2360.0,294.350740,46.311771
K07219.01,1.07,266.0,295.192780,46.371880
K07220.01,0.97,1805.0,295.358250,46.343929
K07221.01,45.65,628.0,297.737640,46.358101
K07222.01,71.55,771.0,300.014070,46.345268
K07223.01,1.59,218.0,300.345250,46.339882
K07224.01,1.62,784.0,283.116420,46.442699
K07225.01,72.82,2464.0,292.457860,46.433380
K07351.01,131.41,2422.0,298.371280,47.813850
K07352.01,2.11,2348.0,282.389340,47.967178
K07353.01,1.42,3141.0,283.898070,47.933487
K07354.01,1.61,664.0,289.366460,47.923851
K07355.01,0.54,1072.0,290.345030,47.963589
K07356.01,0.84,3459.0,290.375580,47.996696
K07357.01,0.81,1756.0,290.392790,47.997429
K07358.01,1.26,674.0,291.706390,47.908581
K07897.01,0.87,674.0,292.165370,44.640579
K07482.01,68.93,1375.0,293.826870,50.076530
K07483.01,0.68,648.0,297.347260,50.047440
K07484.01,2.14,507.0,286.102810,50.126541
K07485.01,1.16,2049.0,286.709470,50.165909
K07486.01,51.63,1053.0,288.636110,50.173260
K07487.01,51.42,2106.0,296.193510,50.129219
K07488.01,0.98,2223.0,296.196930,50.136120
K07489.01,0.81,1917.0,286.038390,50.294441
K06304.01,41.84,605.0,287.356080,38.212212
K06305.01,0.73,1434.0,290.026310,38.249458
K06306.01,62.55,1453.0,291.193210,38.244652
K06307.01,61.45,1000.0,292.291960,38.284489
K06308.01,85.64,1996.0,293.999730,38.232269
K06309.01,0.57,2192.0,289.742400,38.373169
K06310.01,1.54,932.0,290.107180,38.374409
K06311.01,119.64,1846.0,290.112580,38.399872
K06438.01,92.55,2344.0,285.727540,39.841282
K06439.01,71.45,486.0,288.537410,39.834080
K06441.01,178.47,1972.0,288.926670,39.811790
K06442.01,81.28,1992.0,289.521480,39.862438
K06443.01,1.51,2489.0,289.639680,39.899761
K06444.01,0.95,743.0,289.968380,39.815739
K06445.01,59.02,931.0,293.843900,39.875420
K06446.01,37.78,1389.0,294.685420,39.831760
K06560.01,,,298.288970,40.468819
K06561.01,43.23,2102.0,299.213900,40.458382
K06562.01,1.05,437.0,299.357030,40.497620
K06563.01,22.46,1141.0,299.577390,40.458481
K06564.01,139.59,1755.0,299.887210,40.487339
K06565.01,38.82,1051.0,285.085690,40.527630
K06566.01,44.91,257.0,286.711820,40.528542
K06567.01,99.66,1212.0,286.822510,40.513222
K06694.01,1.10,1249.0,291.904210,41.779518
K06695.01,0.48,860.0,292.927830,41.786160
K06696.01,73.04,1221.0,292.985260,41.716888
K06697.01,,,293.162020,41.735229
K06698.01,,,294.356170,41.777206
K06699.01,1.04,1258.0,297.442440,41.789719
K06700.01,0.75,2137.0,297.934390,41.792912
K06701.01,0.57,2116.0,298.672330,41.776218
K06702.01,25.25,789.0,282.906040,41.831841
K06828.01,1.17,2027.0,291.312440,42.618011
K06829.01,1.04,2270.0,291.715700,42.687870
K06830.01,50.53,1648.0,291.723850,42.629822
K06831.01,47.71,787.0,292.028660,42.669552
K06832.01,33.46,621.0,294.107910,42.617321
K06833.01,41.17,819.0,294.998230,42.693920
K06834.01,216.92,7492.0,295.753510,42.671001
K06835.01,,,296.619200,42.674931
K06959.01,54.35,1454.0,288.329220,43.965279
K06960.01,1.20,1133.0,289.605220,43.952831
K06961.01,47.64,1416.0,290.557160,43.987350
K06962.01,19.93,802.0,290.585510,43.972160
K06963.01,40.30,1559.0,291.881840,43.973171
K06964.01,71.49,1266.0,292.058720,43.925228
K06965.01,,,292.143310,43.922295
K06966.01,1.35,780.0,292.303380,43.983810
K06967.01,16.24,1113.0,294.201170,43.976761
K07094.01,,,290.456450,45.003231
K07095.01,1.42,2520.0,293.305660,45.007969
K07096.01,178.15,3250.0,293.609860,45.018631
K07097.01,28.99,970.0,299.161680,45.051910
K07098.01,108.46,1559.0,300.209930,45.003059
K07099.01,1.05,337.0,300.305330,45.093418
K07100.01,78.00,2539.0,300.994870,45.078861
K07101.01,97.92,8138.0,300.998840,45.076019
K07102.01,1.52,954.0,284.401000,45.149391
K07226.01,,,297.722260,46.475830
K07227.01,1.23,685.0,287.934660,46.580421
K07228.01,35.80,842.0,287.941380,46.582390
K07229.01,186.53,1361.0,294.460780,46.589710
K07230.01,31.20,880.0,297.725740,46.548840
K07231.01,91.21,2941.0,298.911620,46.586578
K07231.02,13333.50,1640.0,298.911620,46.586578
K07232.01,1.18,1283.0,281.229370,46.681862
